Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Assists,xG Assisted,Key Passes,Scoring Contribution,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,OP Passes,Passing%,xGBuildup,Carries,Carry%,Carry Length,OP F3 Passes,OP Passes Into Box,Touches In Box,PinTin,Throughballs,Successful Crosses,Crossing%,Pass OBV,D&C OBV,DA OBV,Shot OBV,OBV
Lewis Mayo,Kilmarnock,Premiership,1057,Centre Back,25,0,0.02,0.21,0.09,0,0,0,0,0.02,0.26,0,0.17,0.17,0.17,0.6,3.33,13.88,6.56,0.05,3.75,2.47,11.67,1.15,1.75,61,73,28.62,69,0.26,16.27,99,4.3,3.66,0.17,0.43,0.6,0,0,0,0.1,0.03,-0.01,-0.02,0.1
Marvin Ekpiteta,Hibernian,Premiership,1201,Centre Back,29,0,0.05,0.08,0.67,0,44,0,0,0.01,0.15,0,0,0,0.22,1.17,5.14,7.42,3.22,0.09,3.9,1.2,11.54,1.26,2.43,67,72,37.53,78,0.34,24.65,99,4.66,1.72,0,2.17,2.17,0,0.07,100,0,0.02,0.12,-0.04,0.11
Ryan Astley,Dundee,Premiership,507,Centre Back,23,0,0.02,0.1,0.18,0,0,0,0,0.01,0.18,0,0.18,0.18,0.18,1.03,3.9,14.2,6.39,0.08,5.15,2.84,10.47,1.31,2.34,100,62,34.08,72,0.2,24.85,99,2.72,3.2,0.53,0.36,0.89,0,0.36,100,0.1,0.02,0.01,-0.03,0.1
Juan Portales,Dundee,Premiership,912,Centre Back,29,0,0.04,0.06,0.69,0,43,0,0.1,0.02,0.3,0.1,0.2,0.2,0.1,0.92,4.58,9.96,5.33,0.06,4.83,1.58,9.08,1.63,2.54,58,55,34.72,83,0.19,22.69,99,4.87,4.04,0.3,1.09,1.38,0.2,0.2,50,0.06,0.04,0.02,-0.01,0.11
Craig Halkett,Hearts,Premiership,302,Right Centre Back,30,0.3,0.03,0.04,0.6,50,50,0,0,0.01,0.3,0.3,0.3,0,0,1.13,5.35,7.46,3.58,0.17,4.77,2.98,12.83,2.34,3.47,67,65,45.35,85,0.19,31.33,99,3.7,3.58,0,2.69,2.69,0,0,,0.08,0.06,0.33,0.04,0.5
Joe Wright,Kilmarnock,Premiership,457,Right Centre Back,30,0,0.09,0.08,1.18,0,0,0,0.2,0.05,0.2,0.2,0.39,0.2,0.39,0.65,3.91,18.13,6.5,0.11,5.91,3.74,11.23,1.01,1.66,100,76,26.41,65,0.29,14.58,93,4.83,2.17,0,4.14,4.14,0,0,,0,0.04,-0.26,-0.11,-0.33
Curtis Main,Dundee,Premiership,425,Right Centre Forward,32,0.21,0.32,0.13,2.54,8,42,7,0,0.02,0.42,0.21,0.42,0.42,1.48,0,0.88,11.23,3.6,0.04,2.33,2.33,3.18,1.3,1.3,100,52,16.11,58,0.28,11.87,86,4.54,4.87,0.85,6.15,6.99,0,0.21,25,-0.07,0.01,0.09,-0.14,-0.11
Apostolos Stamatelopoulos,Motherwell,Premiership,421,Right Centre Forward,26,0.21,0.18,0.1,1.71,13,50,2,0,0.02,0.43,0.21,0.21,0.21,2.78,0.13,0.29,28.63,11.75,0,4.06,2.78,5.98,1.22,1.35,0,31,16.66,68,0.19,14.1,68,5.06,3.85,0.21,5.55,5.77,0,0,0,-0.05,0,0.02,0.07,0.03
MaKenzie Kirk,St Johnstone,Premiership,415,Right Centre Forward,21,0.22,0.25,0.13,1.95,11,56,4,0.22,0.06,1.08,0.43,1.95,1.3,1.3,0,0.09,23.62,7.8,0,3.9,1.73,4.33,0.92,0.92,17,41,20.15,69,0.15,19.07,82,7.92,6.07,0.65,3.68,4.33,0,0.65,60,-0.03,0.05,-0.02,0.11,0.1
A.Sidibeh,St Johnstone,Premiership,746,Centre Forward,26,0.24,0.2,0.06,3.38,7,25,7,0.12,0.06,0.48,0.36,1.21,0.6,1.21,0.9,0.64,21.71,7.12,0,2.89,2.41,3.38,2.08,2.98,67,39,16.89,56,0.3,17.49,74,5.5,5.79,0.24,6.51,6.75,0,0.48,80,-0.02,-0.02,0.03,0,0
Toyosi Olusanya,St Mirren,Premiership,985,Centre Forward,27,0.37,0.37,0.14,2.56,14,29,8,0,0.04,0.27,0.37,1.28,0.46,3.84,0.26,0.1,25.69,10.51,0,3.84,2.83,4.48,0.51,0.77,67,23,6.95,64,0.31,15.27,50,6.97,2.47,0.09,6.12,6.22,0.09,0.18,67,-0.03,-0.06,0,-0.05,-0.14
Jonah Ayunga,St Mirren,Premiership,325,Right Centre Forward,28,0.28,0.22,0.1,2.22,13,25,6,0,0.01,0.55,0.28,1.11,0.83,2.77,0,1.42,12.75,4.44,0.03,1.66,2.22,4.16,0.8,0.8,,61,13.86,60,0.2,17.75,69,6.44,4.44,0.55,5.27,5.82,0,0.28,33,-0.03,-0.12,-0.13,0.13,-0.15
Jordan White,Ross County,Premiership,921,Centre Forward,33,0.1,0.13,0.1,1.37,7,36,2,0,0.03,0.59,0.1,0.59,0.2,0.88,0.33,1.66,16.81,5.87,0,2.15,2.15,3.71,0.64,0.97,75,58,27.47,57,0.27,13.49,83,3.09,7.23,0.39,4.3,4.69,0,0.1,33,-0.1,-0.01,0,-0.13,-0.25
Kyle Vassell,Kilmarnock,Premiership,864,Centre Forward,32,0.1,0.28,0.11,2.5,4,13,5,0,0.08,1.04,0.1,1.67,0.83,1.35,0.06,1.11,17.08,5.73,0.01,1.87,2.39,4.06,0.65,0.72,50,33,17.6,64,0.44,19.05,72,4.77,5.31,0.62,5.52,6.14,0.1,0.31,30,-0.01,-0.03,-0.02,-0.22,-0.28
Jason Holt,St Johnstone,Premiership,683,Defensive Midfielder,32,0,0.07,0.06,1.19,0,11,1,0,0,0.13,0,0.79,0.53,1.32,1.42,1.83,24.24,11.72,0,5.93,4.74,9.09,3.3,4.72,56,20,51.51,86,0.37,44.26,96,4.37,12.91,0.53,1.45,1.98,0,0.13,17,-0.01,0.09,0.03,-0.06,0.04
Cameron Peter Devlin,Hearts,Premiership,619,Defensive Midfielder,26,0,0.13,0.22,0.58,0,50,1,0.15,0.05,0.73,0.15,1.16,0.44,0.15,1.46,1.81,28.78,15.41,0.01,6.25,7.85,17.15,4.24,5.7,55,32,49.72,82,0.61,38.52,97,3.29,10.18,0.87,1.02,1.89,0,0.29,40,0.05,0.1,-0.02,0.02,0.15
Noah Chilvers,Ross County,Premiership,616,Attacking Midfielder,24,0,0.09,0.04,2.34,0,25,3,0.15,0.06,1.02,0.15,3.36,1.61,2.92,0.48,0.2,31.42,14.32,0,5.7,4.68,9.5,2.86,3.35,50,32,29.23,69,0.28,30.84,79,8.18,9.5,0.58,0.88,1.46,0,0.29,22,0.07,0.07,0.04,-0.07,0.11
Josh Mulligan,Dundee,Premiership,437,Right Centre Midfielder,22,0,0.03,0.07,0.41,0,0,1,0.21,0.13,1.24,0.21,2.47,1.44,2.47,0,0.6,20.21,8.25,0,3.92,5.57,11.55,1.5,1.5,17,80,26.8,82,0.18,26.6,81,6.85,11.96,0.82,2.27,3.09,0.21,0.62,100,0.09,0.1,0.04,-0.01,0.22
Tom Sparrow,Motherwell,Premiership,388,Right Centre Midfielder,22,0.46,0.14,0.12,1.16,40,60,3,0,0.04,1.16,0.46,0.23,0,1.85,0.27,0.54,26.64,13.9,0,4.87,5.79,9.27,0.72,0.99,40,17,20.39,70,0.28,19.93,81,5.82,7.18,0.7,3.24,3.94,0,0,0,-0.02,0.05,0.01,0,0.04
Matthew Smith,St Johnstone,Premiership,1044,Defensive Midfielder,25,0,0.04,0.04,1.03,0,33,1,0.09,0.1,1.29,0.09,1.81,1.03,1.12,1.27,1.2,10.26,5.43,0.04,2.33,4.74,8.62,0.5,1.77,20,38,32.34,67,0.31,30.62,88,4.13,8.97,0.78,0.78,1.55,0.09,0.6,33,0.07,0.07,0.05,-0.03,0.15
Vicko Ševelj,Dundee United,Premiership,884,Defensive Midfielder,24,0,0.03,0.03,0.81,0,38,1,0.1,0.09,0.41,0.1,0.61,0.41,0.92,1.05,2.38,19.95,11.6,0.03,4.88,5.7,13.33,1.63,2.68,56,50,30.33,73,0.29,20.15,93,4.08,6.61,0.81,1.53,2.34,0,0.2,29,0.17,0.05,0.03,-0.03,0.21
Kwon Hyeok-Kyu,Hibernian,Premiership,827,Defensive Midfielder,24,0,0.06,0.04,1.52,0,29,2,0,0.05,0.76,0,0.87,0.44,1.41,0.04,1.58,19.15,9.47,0,4.13,6.31,11.42,2.14,2.19,33,62,28.61,81,0.27,24.04,87,5.1,7.62,0.65,1.41,2.07,0,0.11,14,0.03,0.06,0.06,-0.02,0.12
Bradley Lyons,Kilmarnock,Premiership,952,Defensive Midfielder,28,0,0.09,0.06,1.61,0,12,2,0,0.05,0.76,0,0.57,0.47,0.09,1.11,1.61,19.29,10.31,0.04,3.78,5.3,11.06,1.36,2.47,33,68,30.16,72,0.42,19.48,97,6.17,5.77,0.47,2.55,3.03,0,0.09,13,0.07,0.05,0.03,-0.1,0.05
Dujon Sterling,Rangers,Premiership,364,Right Defensive Midfielder,25,0,0.24,0.19,1.24,0,20,1,0,0.16,0.99,0,0.74,0.25,0.99,1.77,2.01,20.54,11.14,0.1,3.71,3.71,7.42,3.16,4.92,100,45,39.35,85,0.47,36.38,93,4.65,8.41,1.24,3.96,5.2,0,0.49,50,0.05,0.06,0.05,-0.26,-0.1
Beni Baningime,Hearts,Premiership,501,Defensive Midfielder,26,0,0.04,0.07,0.54,0,0,1,0.18,0.09,0.18,0.18,1.44,0.72,1.26,0.84,0.88,31.25,15.63,0.03,9.88,4.85,10.6,4.64,5.48,58,33,31.07,86,0.42,26.94,90,5.07,5.57,0.36,0.54,0.9,0.18,0,,0.02,0.07,0.08,-0.04,0.13
Joshua Jeffery Nisbet,Ross County,Premiership,749,Defensive Midfielder,25,0,0.01,0.05,0.24,0,50,0,0,0.04,1.08,0,1.32,0.6,1.08,0.86,1.32,24.74,13.57,0.01,4.56,3.96,8.65,1.61,2.46,54,41,21.86,78,0.17,19.34,87,5.01,6.85,0.72,0.84,1.56,0,0.6,71,0.04,0.04,0.03,-0.01,0.11
Ante Palaversa,Aberdeen,Premiership,346,Right Defensive Midfielder,25,0.52,0.1,0.06,1.56,33,67,1,0,0.06,1.04,0.52,1.3,0.78,0.78,1.16,2.6,20.3,8.59,0.02,4.69,8.85,16.66,3.02,4.18,50,62,66.9,82,0.44,53.88,97,3.37,12.23,0.52,1.04,1.56,0.26,0.26,14,0.03,0.03,0.03,-0.03,0.07
Graeme Shinnie,Aberdeen,Premiership,938,Defensive Midfielder,33,0.1,0.04,0.04,0.96,10,10,1,0.29,0.09,0.77,0.38,1.34,0.96,1.05,0.96,1.49,24.84,12.95,0.03,4.8,4.99,10.84,2.06,3.02,53,44,44.5,83,0.54,43.35,94,4.63,11.32,0.96,0.48,1.44,0.19,0.1,17,0.06,0.11,0.05,-0.05,0.17
Davor Zdravkovski,Motherwell,Premiership,748,Defensive Midfielder,27,0,0.05,0.13,0.36,0,0,1,0,0.01,0.12,0,0.12,0.12,0.6,0.3,1.51,17.2,12.27,0.02,4.57,5.17,12.15,0.52,0.82,44,31,28.14,76,0.3,21.53,97,3.28,4.21,0.48,0.36,0.84,0.12,0.12,100,0.04,0.07,0.02,-0.02,0.11
Lennon Miller,Motherwell,Premiership,1066,Defensive Midfielder,18,0.08,0.11,0.07,1.6,5,16,2,0.25,0.21,2.03,0.34,1.6,0.84,0.59,0.64,0.71,20.94,10.97,0.03,3.88,5.66,10.72,0.67,1.31,31,32,30.14,68,0.25,25.75,92,4.16,8.19,0.93,3.04,3.97,0,0.34,31,0.2,0.1,0.04,-0.07,0.27
David Watson,Kilmarnock,Premiership,825,Defensive Midfielder,20,0.22,0.11,0.11,0.98,22,44,2,0.11,0.05,0.65,0.33,0.76,0.44,0.44,0.6,0.73,22.38,10.26,0.02,3.71,4.58,8.08,1.12,1.71,25,48,19.54,58,0.25,13.43,87,4.45,4.26,0.33,2.07,2.4,0.11,0.22,22,0.06,0.02,0.08,-0.05,0.11
Liam Donnelly,Kilmarnock,Premiership,493,Right Defensive Midfielder,29,0,0.07,0.05,1.46,0,25,2,0,0.08,0.18,0,0.55,0.18,0.55,0.36,1.07,26.45,13.5,0.05,3.1,7.66,14.23,1.76,2.13,67,50,31.02,74,0.27,21.35,92,4.01,7.48,0.36,1.28,1.64,0.18,0,0,0.08,0.03,0.06,-0.05,0.12
Miller Thomson,Dundee United,Premiership,378,Right Midfielder,20,0.24,0.34,0.2,1.67,14,43,3,0,0.1,1.19,0.24,1.67,0.95,1.43,0.17,0.53,23.35,13.1,0,3.57,4.53,6.43,1,1.17,25,6,19.3,60,0.43,21.44,79,6.46,8.58,0,5.48,5.48,0,0.48,33,-0.05,0.11,0.02,0.05,0.12
Martin Boyle,Hibernian,Premiership,809,Winger,32,0.22,0.18,0.09,2.11,11,26,6,0.11,0.05,0.44,0.33,3,1.22,1.11,0.11,0.17,12.79,5.45,0,1.67,3.34,5.56,0.24,0.35,14,18,13.12,50,0.23,17.35,79,8.69,4.45,0.56,2.67,3.23,0,0.22,11,-0.02,0.23,0.02,0.01,0.24
Topi Keskinen,Aberdeen,Premiership,630,Winger,22,0.43,0.12,0.06,2.14,20,33,5,0.14,0.05,0.57,0.57,4,1.57,1.57,0.69,0.19,21.72,8.86,0,1.43,3.57,6.57,0.87,1.56,25,13,18.29,68,0.29,26.01,76,8.59,6.29,0.43,5.43,5.86,0,0.29,13,-0.06,0.11,0.02,0.02,0.09
Sebastian Palmer-Houlden,Dundee,Premiership,622,Winger,21,0.29,0.22,0.1,2.17,13,40,5,0.14,0.07,0.58,0.43,0.87,0.29,1.3,0.53,0.75,19.81,7.95,0.05,4.05,2.31,4.48,0.41,0.94,38,37,15.9,73,0.46,15.33,77,6.14,6.22,1.16,3.9,5.06,0,0.72,71,0.06,-0.01,0.01,0.04,0.11
Shayden Morris,Aberdeen,Premiership,417,Right Wing,23,0.22,0.16,0.11,1.51,14,29,3,0.43,0.18,1.73,0.65,4.53,2.37,2.37,0.14,0,17.05,7.55,0.02,1.73,4.96,7.34,2.19,2.34,46,17,23.09,75,0.68,31.93,79,9.21,9.28,0.86,3.67,4.53,0.43,1.51,50,0.06,0.26,0.09,-0.08,0.33
James Scott,St Mirren,Premiership,424,Right Wing,24,0,0.04,0.04,1.06,0,40,3,0.42,0.06,1.06,0.42,2.12,0.42,1.91,0.35,0.21,22.95,10.84,0,3.61,2.34,3.19,0.11,0.46,0,61,17.64,74,0.19,16.15,68,6.18,6.8,0,4.04,4.04,0.21,0.21,25,0.01,-0.1,0.02,-0.05,-0.12
James Forrest,Celtic,Premiership,478,Right Wing,33,0,0.16,0.05,3.01,0,25,3,0.56,0.28,2.45,0.56,1.51,0.75,1.88,0.35,0.72,9.79,3.58,0.04,2.26,3.01,4.14,1.39,1.73,40,33,47.83,84,0.89,46.89,91,5.83,28.06,2.26,6.59,8.85,0,0.75,24,0.12,0.17,0,-0.12,0.16
Nicolas Kühn,Celtic,Premiership,713,Winger,25,0.5,0.48,0.14,3.41,15,41,4,0.76,0.26,2.78,1.26,4.16,2.02,1.39,0.92,0.66,16.78,7.19,0,2.65,4.67,6.31,4.28,5.21,69,33,38.24,73,1.01,39.62,89,8.19,20.19,3.79,8.58,12.37,0.25,0.63,33,0.24,0.35,0.04,0.01,0.64
Václav Černý,Rangers,Premiership,669,Winger,27,0.54,0.22,0.08,2.69,20,40,3,0.13,0.28,1.88,0.67,3.9,1.21,0.81,0.7,0.11,15.74,6.73,0,2.29,5.52,7.26,0.58,1.28,20,0,41.17,74,0.78,42.91,88,5.77,18.7,2.83,4.98,7.8,0.27,1.08,35,0.22,0.17,0.01,0.11,0.51
Alan Forrest,Hearts,Premiership,537,Winger,28,0.17,0.12,0.07,1.68,10,30,2,0,0.13,1.01,0.17,2.01,0.84,2.01,0.9,0.86,17.28,10.06,0.02,3.52,2.85,6.88,0.46,1.36,29,17,30.02,69,0.45,29.35,86,9.57,11.07,1.17,4.19,5.37,0.17,0.34,15,0.08,0.19,0.06,0.06,0.38
Luca Stephenson,Dundee United,Premiership,943,Full Back,21,0.29,0.15,0.16,0.95,30,60,2,0.19,0.11,0.48,0.48,0.86,0.1,0.67,0.87,1.74,16.79,7.92,0.02,3.05,5.06,9.16,1.45,2.33,45,51,26.23,66,0.34,20.13,89,4.61,7.73,0.57,3.43,4.01,0,0.38,29,0.15,0.02,0.07,0.03,0.26
Ethan Ingram,Dundee,Premiership,823,Full Back,22,0,0.01,0.07,0.11,0,0,0,0,0.02,0.22,0,1.42,0.44,1.2,1.81,3.25,20.99,9.18,0.02,4.48,4.37,8.53,1.95,3.76,67,71,29.2,63,0.18,23.84,86,6.38,9.73,0.55,0.55,1.09,0,0.22,15,0.17,0.05,-0.06,-0.01,0.15
Marvin Kaleta,Motherwell,Premiership,355,Right Wing Back,20,0,0,,0,,,0,0.25,0.13,0.76,0.25,0.51,0.51,1.02,0.24,0.95,12.44,6.34,0.02,3.05,3.3,6.85,0.81,1.04,50,46,22.59,56,0.47,19.29,93,4.12,6.6,1.02,0.76,1.78,0,1.02,40,0.23,0.08,-0.04,,0.27
Stephen O'Donnell,Motherwell,Premiership,832,Full Back,33,0.11,0.03,0.07,0.43,25,50,0,0,0.11,0.54,0.11,0.32,0.22,0.11,0.21,1.22,15.57,8.11,0.03,4.22,3.14,7.46,0.47,0.68,31,60,36.43,69,0.32,27.24,98,2.68,7.89,1.08,1.19,2.27,0.22,0.54,21,0.19,0.06,0.03,0.05,0.33
Elvis Bwomono,St Mirren,Premiership,548,Full Back,26,0,0.04,0.08,0.49,0,33,1,0.16,0.02,0.49,0.16,0.16,0,0.16,0.04,1.19,17.57,8.37,0.06,5.09,1.81,5.91,1.67,1.72,60,35,22.82,61,0.14,20.19,93,4.36,3.61,0.49,1.31,1.81,0,0.16,9,0.06,0.04,0.1,0,0.21
Shaun Rooney,St Mirren,Premiership,560,Full Back,28,0,0.02,0.04,0.48,0,0,1,0,0.09,0.64,0,1.61,0.8,0.64,1.08,1.73,19.61,11.09,0.04,4.18,3.05,8.04,2.49,3.57,47,62,25.07,54,0.39,18,84,4.89,4.18,0.96,0.96,1.93,0,0.32,20,0.23,0.03,0.1,-0.02,0.34
James Brown,Ross County,Premiership,910,Full Back,26,0,0,,0,,,0,0,0.11,1.38,0,1.29,0.69,0.49,0.82,1.05,15.63,7.52,0.03,4.25,3.96,9,1.33,2.15,21,48,33.53,68,0.18,26.8,93,4.31,9.89,1.58,0.1,1.68,0,0.99,36,0.25,0.06,0.1,,0.41
Michee Efete,Ross County,Premiership,429,Right Wing Back,28,0,0.09,0.07,1.26,0,33,0,0,0.01,0.21,0,0.63,0.42,1.68,0.5,1.26,15.72,7.97,0.02,2.31,3.56,6.5,1.04,1.54,100,62,22.01,60,0.37,20.13,82,5.59,6.08,0.42,2.73,3.14,0,0,0,0.2,-0.02,0.12,-0.16,0.14
Danny Armstrong,Kilmarnock,Premiership,833,Full Back,27,0,0.06,0.03,1.73,0,6,2,0.22,0.15,1.41,0.22,2.59,1.19,1.84,0.45,0.43,17.3,8.32,0,4,4.76,9.62,1.55,2,21,61,28.97,55,0.4,29.62,85,6.16,7.03,1.62,1.84,3.46,0.11,1.3,24,0.21,0.1,0.05,-0.07,0.29
