Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Song Ju-Hun,Jeju United FC,K League 1,2578,Centre Back,30,0.03,0.02,0.08,0.31,11,33,0,,0,0,0.1,0.07,0.03,0.03,0.42,0.1,0.03,0.21,1.49,4.61,7.37,3.35,0.08,4.43,2.27,10.34,0.8,2.29,59,76,5.76,5.14,0.94,0.24,41.9,85,65,1.85,0.2,0.21,27.83,98,3.75,1.96,0,0,0,0.03,0.8,0.8,0,,0,,0.03,26,0.05,0,0.02,0,,0.08
Beka Mikeltadze,Gwangju,K League 1,1105,Centre Forward,27,0.24,0.22,0.11,1.95,13,33,5,,0.08,0.13,1.06,1.06,0.33,0.34,3.01,0.33,0.16,1.06,0.22,1.01,14.34,7.58,0,2.04,2.28,3.34,0.33,0.55,33,39,13.28,14.64,1.55,0.24,14.66,77,80,0.81,0.27,0.48,13.68,82,4.71,5.7,0.33,0.33,0,0.41,4.89,5.21,0,25,0.16,29,0.73,8,-0.01,-0.03,0.02,-0.06,,-0.09
Jorge Luiz,Pohang Steelers,K League 1,2116,Centre Forward,25,0.09,0.27,0.11,2.47,3,34,4,100,0.17,0.08,0.77,0.77,0.26,0.35,3.23,2.08,0.98,2.04,0.49,0.87,19.99,9.44,0.03,3.66,3.11,4.93,1.42,1.9,38,46,17.99,18.89,3.4,0.51,20.46,72,57,2.08,0.5,0.63,22.59,75,6.93,7.32,0.26,0.26,0,0.51,6,6.25,0,0,0.09,14,0.77,12,-0.06,0.02,0.02,0,,-0.01
Leandro Ribeiro,Daejeon Hana Citizen FC,K League 1,967,Centre Forward,29,0.19,0.16,0.13,1.21,15,38,2,,0.19,0.1,0.93,0.93,0.37,0.26,2.14,1.02,0.19,2.05,0.16,0.09,16.02,5.77,0,2.79,3.26,5.77,0.64,0.8,100,38,14.71,9.32,2.89,0.19,24.02,72,63,2.61,0.31,0.47,24.68,80,6.94,9.96,0.74,0.65,0.09,0.47,3.35,4,0.19,25,0.56,50,0.93,11,-0.03,0.17,0.01,-0.03,,0.11
Lee Ho-Jae,Pohang Steelers,K League 1,1451,Centre Forward,24,0.37,0.27,0.13,2.05,18,55,4,100,0.25,0.15,0.87,0.87,0.62,0.42,2.92,1.05,0.5,2.05,0.42,0.63,14.39,6.33,0.03,2.3,2.36,3.6,0.72,1.14,20,34,12.84,14.68,3.04,0.19,20.47,75,71,1.8,0.61,0.78,21.03,81,3.73,6.76,0.74,0.74,0,0.62,5.77,6.51,0.19,17,0.19,43,0.81,11,-0.01,0.01,0.06,0.1,,0.17
Lee Sang-Heon,Gangwon,K League 1,2787,Centre Forward,26,0.36,0.29,0.14,2,18,40,3,67,0.16,0.08,0.97,0.97,0.52,0.37,2.97,1.42,0.81,1.39,0.16,0.18,13.69,6.59,0.01,2.29,3,5.39,0.78,0.95,40,23,11.85,11.75,2.55,0.16,24.99,77,43,2.91,0.46,0.62,25.71,88,5.58,7.72,0.61,0.61,0,0.29,3.91,4.52,0.13,5,0.13,12,0.39,15,-0.03,0.13,0.01,0.08,,0.2
Sang-Yoon Kang,Suwon FC,K League 1,1775,Attacking Midfielder,20,0.15,0.07,0.11,0.66,23,38,1,,0.1,0.07,1.17,1.12,0.25,0.14,1.82,0.96,0.46,1.32,1.04,0.39,23.47,12.52,0.01,3.55,3.3,6.69,1.66,2.7,45,13,20.78,18.83,3.35,0.2,37.31,88,70,4,0.44,0.49,35.69,91,4.34,9.78,0.61,0.61,0,0.46,2.38,2.99,0,25,0.3,75,0.66,19,0.04,0.04,0.05,0.04,,0.18
Bae Seo-Joon,Daejeon Hana Citizen FC,K League 1,701,Attacking Midfielder,21,0,0.09,0.09,1.03,0,50,2,,0.13,0.03,0.26,0.26,0.13,0.13,1.28,2.44,1.16,2.83,0.69,0.1,29.29,15.67,0,5.01,4.11,8.09,2.1,2.79,37,40,25.56,21.09,5.65,0.64,26.46,78,53,3.98,0.21,0.4,30.32,81,4.47,9.25,0.77,0.51,0.26,0.26,2.18,2.7,0,0,0,0,0.26,13,-0.04,0.07,0.06,-0.06,,0.04
Kim Do-Hyuk,Incheon United,K League 1,2114,Attacking Midfielder,32,0.13,0.08,0.09,0.98,13,26,1,,0,0.09,1.11,0.77,0.13,0.17,2.09,0.98,0.47,1.83,0.99,0.41,22.82,12.13,0.01,4.3,5.07,8.94,1.89,2.89,50,39,19.5,18.46,5.07,0.6,43.25,78,54,3.7,0.44,0.47,35.03,91,3.69,10.17,1.28,0.81,0.47,0.3,2.04,2.85,0.13,20,0.3,27,0.51,18,0.04,0.05,0.01,0.02,,0.11
Aleksandar Paločević,Seoul,K League 1,1038,Defensive Midfielder,31,0.09,0.1,0.1,1.04,8,33,1,,0.35,0.16,1.04,0.78,0.43,0.26,2.08,0.95,0.52,1.3,1.56,1.27,23.5,11.19,0.01,6.59,5.72,10.49,2.48,4.04,45,58,20.04,24.37,4.42,0.69,47.88,82,58,5.55,0.69,0.79,43.37,94,5.27,12.84,1.3,0.95,0.35,0.26,1.56,2.52,0.43,13,0.17,20,0.26,21,0.05,0.12,0.04,0.02,,0.24
Choi Young-Jun,Jeju United FC,K League 1,739,Defensive Midfielder,33,0,0.01,0.02,0.49,0,0,0,,0,0.02,0.49,0.49,0,0.03,0.97,0.85,0.61,1.1,1.12,2.04,22.91,11.7,0.01,4.87,5.6,10.97,2.91,4.03,68,57,16.94,12.92,4.75,0.49,42.28,83,77,4.02,0.37,0.37,31.68,93,3.76,9.02,1.1,1.1,0,0,0.49,1.58,0,0,0,0,0.12,27,0.08,0.04,-0.01,-0.01,,0.09
Darijan Bojanic,Ulsan,K League 1,1798,Defensive Midfielder,30,0.05,0.06,0.06,1,5,20,1,100,0.15,0.17,1.55,0.85,0.2,0.23,2.55,1.4,1,0.9,2.17,1.49,20.48,12.02,0.05,6.21,5.06,10.76,3.69,5.86,44,52,16.92,20.33,3.96,0.85,66.03,87,64,7.06,0.53,0.6,51.11,96,4.59,16.72,1.9,1.05,0.85,0.25,1.3,2.35,0.3,8,0.2,24,0.25,17,0.12,0.1,0.06,-0.01,,0.27
Jeong Ho-Yeon,Gwangju,K League 1,3430,Defensive Midfielder,24,0,0.04,0.06,0.66,0,24,0,,0.13,0.06,1.05,1.02,0.13,0.1,1.71,1.42,0.73,1.5,1.26,1.69,20.99,11.68,0.04,4.72,4.8,8.03,2.47,3.73,43,43,17.45,20.02,4.7,0.84,52.08,89,76,7.61,0.53,0.56,49.33,94,6.46,14.61,1.1,1.08,0.03,0.29,1.73,2.81,0.08,10,0.16,27,0.37,14,0.01,0.09,0.05,-0.03,,0.13
Kaina Yoshio,Jeju United FC,K League 1,1015,Defensive Midfielder,26,0.09,0.06,0.05,1.15,8,46,1,,0,0.11,1.77,0.98,0.09,0.16,2.93,1.6,0.71,2.04,1.17,0.29,24.46,12.06,0.02,5.67,4.7,7.71,1.61,2.78,50,28,21.81,18.7,4.88,0.53,40.51,76,44,3.37,0.27,0.31,36.87,89,4.25,7.09,1.33,0.44,0.89,0.44,1.86,2.3,0,20,0.62,32,0.53,17,0.09,0.05,0.06,-0.03,,0.17
Kim Dae-Woo,Gangwon,K League 1,948,Defensive Midfielder,24,0.09,0.07,0.07,0.95,10,20,1,,0.19,0.08,0.66,0.57,0.28,0.14,1.61,0.76,0.19,1.42,1.56,1.07,21.94,13.39,0.03,4.27,3.8,7.69,0.78,2.34,45,40,18.71,14.25,4.37,0.47,37.51,84,64,2.94,0.42,0.47,29.34,93,5.09,6.46,0.66,0.57,0.09,0,0.95,1.52,0.19,14,0.19,50,0,16,0.06,0.04,0.04,-0.03,,0.11
Kim Dong-Hyun,Sangju Sangmu,K League 1,811,Defensive Midfielder,27,0,0.07,0.04,1.77,0,19,1,,0.11,0.05,0.78,0.78,0.11,0.12,2.55,0.89,0.33,0.55,1.9,2.47,18.08,11.32,0.01,5.32,5.1,9.21,2.95,4.85,50,70,13.2,14.46,1.89,0.33,57.69,88,57,4.44,0.52,0.57,46.04,96,3.86,10.98,0.78,0.67,0.11,0.11,1.66,2.33,0.22,0,0,0,0.22,18,0.05,0.05,0.04,-0.06,,0.08
Kim Dong-Hyun,Gangwon,K League 1,942,Defensive Midfielder,27,0,0.05,0.04,1.34,0,21,1,,0,0.04,0.57,0.57,0,0.09,1.91,0.48,0.29,0.86,2.07,1.26,17,9.08,0.03,5.25,5.25,10.41,3.17,5.25,80,65,12.9,14.6,2.58,0.57,53.5,86,61,5.54,0.57,0.58,44.61,96,4.37,10.99,0.86,0.76,0.1,0,0.29,1.05,0.1,22,0.19,50,0,21,0.08,0.05,0.07,-0.05,,0.16
Kim Geon-Woong,Jeju United FC,K League 1,1249,Defensive Midfielder,27,0,0.01,0.03,0.29,0,0,0,,0,0.01,0.29,0.22,0,0.02,0.58,0.14,0.07,0.72,0.68,1.33,17.8,10.45,0.04,4.03,3.67,8.86,1.41,2.09,78,50,14.99,11.01,2.31,0.22,33.43,87,71,2.74,0.21,0.22,24.5,94,3.33,6.2,0.5,0.5,0,0.14,0.36,0.86,0,0,0,0,0.14,19,0.03,0.02,0.07,-0.01,,0.11
Kim Jin-Kyu,Sangju Sangmu,K League 1,1400,Defensive Midfielder,27,0,0.06,0.06,1.03,0,13,1,,0.19,0.06,0.96,0.71,0.19,0.12,1.99,1.29,0.58,0.96,0.7,1.06,18.32,10.54,0.01,3.28,5.33,9.45,2.21,2.91,74,39,15.49,16.65,3.47,0.51,49.11,86,62,5.78,0.41,0.47,40.82,94,4.96,11.63,1.22,0.96,0.26,0,1.09,2.06,0,16,0.26,36,0.06,18,0.05,0.07,0.09,-0.04,,0.18
Kim Jung-Min,Jeju United FC,K League 1,1139,Defensive Midfielder,25,0,0.1,0.04,2.45,0,29,2,,0.08,0.07,1.26,0.95,0.08,0.17,3.71,1.34,0.63,1.26,0.49,0.84,26.95,13.91,0.02,7.19,6.01,10.51,2.43,2.92,44,27,23.79,21.17,6.48,0.95,46.32,82,63,4.51,0.38,0.44,40.55,93,3.85,12.01,1.5,0.95,0.55,0.24,2.13,3.08,0.16,26,0.55,64,0.08,18,0.06,0.05,0.01,-0.06,,0.06
Kim Min-Hyeok,Ulsan,K League 1,610,Defensive Midfielder,32,0,0.07,0.1,0.74,0,20,1,,0,0.04,0.89,0.89,0,0.12,1.62,0.59,0.15,1.92,2.34,0.51,24.2,11.81,0,5.46,3.69,7.67,2.53,4.87,50,29,19.92,26.74,5.61,0.44,38.37,84,78,3.98,0.34,0.43,33.64,89,3.98,11.07,0.59,0.59,0,0.44,3.25,3.84,0,0,0.15,25,0.89,10,-0.04,0.01,0.04,-0.04,,-0.03
Ko Seung-Beom,Ulsan,K League 1,2427,Defensive Midfielder,30,0.15,0.08,0.08,0.96,15,46,1,,0.11,0.06,0.82,0.82,0.26,0.14,1.78,0.85,0.41,1.41,2.18,1.41,30.3,16.76,0.02,7.45,6.42,11.38,3.52,5.7,46,52,26.22,29.42,5.64,0.59,53.1,87,74,5.08,0.52,0.58,42.72,93,4.62,13.79,0.67,0.67,0,0.52,2.63,3.3,0.04,39,0.59,46,0.56,16,0.04,0.08,0.05,0,,0.17
Kyohei Yoshino,Daegu,K League 1,2485,Defensive Midfielder,30,0.18,0.09,0.08,1.12,16,29,1,,0.11,0.05,0.65,0.65,0.29,0.14,1.77,0.94,0.43,1.01,1.03,0.79,21.44,12.75,0.02,4.53,4.38,9.13,1.91,2.94,41,55,17.64,13.68,3.22,0.4,32.67,81,51,2.79,0.32,0.38,27.23,92,3.44,6.19,0.62,0.62,0,0.07,1.23,1.85,0.14,6,0.07,33,0.25,24,0.02,0.05,0.02,0.03,,0.12
Lee Jae-Won,Suwon FC,K League 1,2500,Defensive Midfielder,27,0.04,0.07,0.1,0.72,5,30,1,,0.11,0.03,0.5,0.5,0.14,0.11,1.22,0.47,0.22,0.54,1.74,1.15,27.47,15.34,0.04,6.23,4.61,9.43,3.68,5.42,61,43,22.21,19.86,3.6,0.36,41.26,88,73,3.56,0.44,0.45,33.41,96,4.14,7.6,0.43,0.43,0,0.11,0.9,1.33,0.04,8,0.07,50,0.29,17,0.01,0.07,0.1,-0.01,,0.17
Lee Seung-Mo,Seoul,K League 1,1974,Defensive Midfielder,26,0.14,0.06,0.04,1.32,10,31,1,,0,0.07,0.87,0.87,0.14,0.13,2.19,0.55,0.18,0.82,1.86,1.39,17.69,9.53,0.02,3.97,5.06,10.17,1.67,3.53,36,42,15.55,17.84,3.24,0.23,57.37,86,78,5.97,0.53,0.58,43.6,96,2.95,11.9,0.59,0.59,0,0.14,1.64,2.23,0.09,15,0.14,23,0.27,16,0.06,0.05,0.04,0.04,,0.19
Lee Soo-Bin,Jeonbuk Motors,K League 1,1913,Defensive Midfielder,24,0,0.01,0.03,0.47,0,10,0,,0,0.05,0.56,0.52,0,0.06,1.03,0.94,0.61,1.32,1.61,1.25,26.53,14.16,0.01,5.88,4.47,9.69,2.67,4.28,37,57,22.15,21.63,4.75,0.56,45.86,83,58,5.41,0.35,0.39,37.06,94,3.62,10.44,0.85,0.71,0.14,0.05,0.14,0.85,0.14,11,0.14,30,0.09,25,0.07,0.06,0.05,-0.01,,0.16
Lee Soon-Min,Daejeon Hana Citizen FC,K League 1,2058,Defensive Midfielder,30,0,0.03,0.04,0.57,0,15,0,,0,0.01,0.31,0.31,0,0.04,0.87,1.01,0.61,0.66,1.63,1.7,19.02,10.67,0.07,5.25,5.86,12.64,2.15,3.78,79,53,14.91,12.63,4.5,0.79,45.56,82,63,5.55,0.23,0.25,34.72,96,4.79,8.79,0.44,0.44,0,0,0.22,0.66,0,40,0.17,50,0,21,0.06,0.06,0,-0.02,,0.11
Nana Boateng,Jeonbuk Motors,K League 1,1336,Defensive Midfielder,30,0,0.03,0.04,0.81,0,17,0,,0.07,0.02,0.54,0.54,0.07,0.05,1.35,0.74,0.54,0.54,2.24,1.53,19.67,10.91,0.06,5.66,4.98,10.71,3.24,5.49,48,61,15.02,14.55,3.64,0.61,54.15,86,60,5.79,0.48,0.53,43.85,98,3.61,10.44,0.54,0.54,0,0.07,1.15,1.68,0.07,13,0.13,50,0.07,16,-0.02,0.06,0.09,-0.04,,0.09
Oberdan Alionco de Lima,Pohang Steelers,K League 1,3216,Defensive Midfielder,29,0.08,0.04,0.06,0.7,12,32,1,,0.06,0.07,0.92,0.9,0.14,0.11,1.62,1.34,0.78,1.12,1.68,1.58,16.23,8.76,0.04,5.6,4.2,9.4,2.1,3.78,53,58,13.52,14.79,2.57,0.45,55.89,90,82,5.68,0.56,0.61,48.89,95,5.23,10.52,0.59,0.56,0.03,0.14,1.06,1.62,0.11,10,0.11,17,0.2,16,0.02,0.09,0.05,-0.01,,0.14
Roh Gyeong-Ho,Suwon FC,K League 1,672,Defensive Midfielder,24,0,0.07,0.04,1.74,0,8,2,,0,0.03,0.8,0.8,0,0.1,2.54,1.07,0.94,0.94,2.9,0.19,36.43,19.56,0,9.51,4.29,8.71,4.41,7.31,33,50,29.6,28.05,4.82,0.67,41.66,87,69,3.48,0.52,0.59,37.91,95,4.75,8.57,0.13,0.13,0,0.13,2.01,2.14,0,0,0.13,50,0.4,16,-0.09,0.09,0.06,-0.08,,-0.01
Ryu Jae-Moon,Seoul,K League 1,1707,Defensive Midfielder,31,0.05,0.02,0.04,0.53,10,30,0,,0.05,0.07,0.69,0.69,0.11,0.09,1.21,0.79,0.53,0.53,1.69,1.4,17.51,10.44,0.05,5.06,4.69,10.6,1.44,3.14,47,65,14.71,15.79,3.22,0.21,56.84,90,79,5.91,0.45,0.47,46.98,97,4.34,10.76,0.58,0.58,0,0.16,0.47,1.05,0.05,27,0.16,75,0.21,13,0.05,0.07,0.04,0.02,,0.17
Seo Min-Woo,Sangju Sangmu,K League 1,1919,Defensive Midfielder,26,0.14,0.11,0.1,1.17,12,36,1,,0,0.1,1.59,1.59,0.14,0.21,2.77,0.56,0.38,1.31,1.95,1.45,23.36,12.71,0.03,6.85,4.78,9.52,2.32,4.27,43,53,18.95,18.11,4.13,0.7,48.97,84,74,6.89,0.53,0.59,39.44,95,5.48,14.02,0.84,0.84,0,0.33,2.35,3.19,0,17,0.28,35,0.47,22,0.06,0.07,0.08,0.02,,0.23
Sin Jin-Ho,Incheon United,K League 1,1469,Defensive Midfielder,36,0,0.02,0.03,0.98,0,50,0,,0.18,0.11,1.78,1.16,0.18,0.14,2.76,0.49,0.31,1.1,0.99,0.09,14.15,8.15,0.01,3.86,4.84,10.72,0.9,1.89,47,25,12.32,12.69,2.08,0.43,68.5,86,65,7.17,0.4,0.45,55.63,97,3.48,15.26,1.72,0.74,0.98,0.25,0.61,1.35,0.06,18,0.43,33,0.31,13,0.09,0.06,0.01,-0.01,,0.15
Victor Bobsin,Daegu,K League 1,1255,Defensive Midfielder,24,0.07,0.03,0.06,0.57,13,25,0,,0,0.08,1.43,1.36,0.07,0.12,2.01,1.72,0.86,1.72,0.93,0.52,26.24,14.7,0.03,4.59,4.02,10.18,2.63,3.56,42,50,21.87,19.66,4.59,0.79,55.57,86,60,6.67,0.36,0.43,49.33,94,4.28,13.91,1.29,1.08,0.22,0.07,1.08,2.15,0.14,11,0.29,36,0.22,20,0.06,0.1,0.05,0,,0.2
Ataru Esaka,Ulsan,K League 1,1677,Winger,32,0.21,0.13,0.08,1.56,14,52,2,,0.11,0.13,1.34,1.18,0.32,0.26,2.9,1.07,0.43,0.86,0.52,1.52,17.12,9.18,0.02,4.13,3.92,6.98,1.65,2.16,56,49,14.7,16.22,3.6,0.38,39.33,72,43,6.01,0.53,0.66,32.46,92,4.94,14.54,1.5,1.29,0.21,0.32,4.83,6.12,0.05,18,0.59,24,0.54,26,0.04,0.04,0.05,-0.03,,0.11
Eom Ji-Sung,Gwangju,K League 1,1303,Winger,22,0.07,0.22,0.08,2.69,3,26,4,100,0.21,0.12,1.52,1.38,0.28,0.34,4.21,2.62,1.11,1.59,0.55,1.11,13.33,7.6,0.03,3.25,3.38,5.8,1.23,1.77,57,33,11.6,13.11,2.69,0.69,29.08,82,57,4.21,0.48,0.69,33.08,86,7.02,12.09,1.31,1.11,0.21,0.41,4.97,6.08,0.07,42,0.83,52,0.69,12,0.02,0.11,0.02,-0.07,,0.08
Gustav Ludwigson,Ulsan,K League 1,1823,Winger,31,0.35,0.22,0.11,1.98,18,40,2,,0.25,0.16,1.09,1.09,0.59,0.38,3.06,2.32,1.43,1.68,1.69,0.7,19.85,11.16,0.01,4.3,3.41,6.76,2.3,3.99,42,37,17.08,18.8,3.46,0.44,30.76,73,37,2.86,0.45,0.68,30.76,86,5.65,10.91,1.19,1.04,0.15,0.74,5.33,6.37,0.05,21,0.69,29,0.74,15,0.08,0.07,0.05,0.06,,0.26
Hong Yun-Sang,Pohang Steelers,K League 1,2249,Winger,22,0.24,0.21,0.17,1.28,19,59,2,,0.08,0.14,1.04,1.04,0.32,0.35,2.32,1.56,0.68,1.4,0.96,0.31,22.69,12.41,0.01,5.04,2.84,6.04,1.88,2.85,33,21,19.73,21.01,4.36,0.72,32.13,80,53,3.28,0.45,0.62,31.77,88,5.23,11.44,0.76,0.76,0,0.56,4.56,5.32,0.04,42,0.4,30,0.8,15,0.01,0.08,0.02,0.04,,0.15
Jung Chi-In,Sangju Sangmu,K League 1,1135,Winger,27,0.08,0.17,0.09,1.98,4,40,2,100,0.08,0.12,1.11,1.11,0.16,0.29,3.09,2.77,1.43,1.43,1.47,0.77,18.47,8.96,0.01,3.41,2.93,4.84,1.13,2.6,31,53,16.01,16.4,2.62,0.48,26.87,68,53,3.41,0.34,0.52,27.82,79,7.32,9.75,0.95,0.95,0,0.63,5.47,6.42,0,42,0.55,24,0.79,14,-0.04,0.09,-0.01,0.03,,0.05
Kim Dae-Won,Sangju Sangmu,K League 1,1786,Winger,27,0.2,0.15,0.07,2.12,10,29,3,50,0.35,0.27,2.87,2.32,0.55,0.43,4.99,1.46,0.71,1.01,1.01,0.1,15.12,7.96,0,3.88,4.08,7.41,1.12,2.13,55,38,13.2,13.68,3.23,0.3,34.57,73,41,3.58,0.45,0.69,34.47,92,5.6,15.12,2.57,1.81,0.76,0.91,3.93,5.75,0.1,31,1.01,35,0.91,13,0.13,0.11,0.02,0.03,,0.29
Lim Sang-Hyub,Seoul,K League 1,1331,Winger,36,0.14,0.11,0.1,1.08,13,38,2,,0.27,0.19,1.08,1.08,0.41,0.3,2.16,1.42,0.88,1.49,0.5,0.93,13.66,6.56,0,2.37,2.91,4.87,1.24,1.74,60,38,12.03,13.18,2.64,0.2,27.99,78,57,2.97,0.43,0.59,28.05,90,7.31,10.28,1.08,1.08,0,0.41,3.04,4.12,0,63,0.88,37,0.74,9,0.06,0.11,0.05,0.01,,0.23
Lucas Rodrigues da Silva,Seoul,K League 1,901,Winger,25,0.2,0.17,0.06,2.9,7,24,4,,0,0.07,0.8,0.8,0.2,0.24,3.69,4.69,1.7,2.6,0.77,0.58,18.17,6.19,0,2.9,3.69,6.19,2.08,2.86,59,35,14.58,15.05,2.9,0.2,22.37,76,38,4.29,0.34,0.52,30.45,73,6.96,7.69,0.8,0.8,0,0.1,3,3.79,0.1,0,0,0,0.1,17,0,0.16,0,-0.12,,0.04
Min-seo Moon,Gwangju,K League 1,1427,Winger,20,0.06,0.05,0.05,0.88,7,36,1,100,0,0.03,0.5,0.5,0.06,0.08,1.39,1.96,0.88,1.7,0.42,1.27,19.74,10.15,0.01,4.92,3.47,7.25,1.7,2.12,53,50,17.22,19.98,5.11,1.14,33.11,84,65,3.15,0.26,0.3,33.05,89,6.25,9.33,0.82,0.76,0.06,0.06,2.14,2.9,0,23,0.19,20,0.13,9,-0.07,0.06,0.01,0,,0.01
Willyan,Seoul,K League 1,1033,Winger,30,0.35,0.25,0.13,1.92,18,36,3,,0,0.03,0.44,0.35,0.35,0.28,2.35,3.57,1.57,3.31,1.52,0.6,20.82,9.41,0,4.27,3.48,7.58,3.21,4.73,46,25,16.46,19.19,4.53,0.44,26.13,77,61,2.61,0.46,0.59,32.14,77,5.98,8.27,1.13,1.05,0.09,0,2.87,3.92,0.09,8,0.09,33,0.17,15,0.02,0.03,0.03,0.12,,0.2
Yang Min-hyuk,Gangwon,K League 1,3234,Winger,18,0.31,0.16,0.1,1.53,20,49,3,,0.08,0.12,0.78,0.78,0.39,0.27,2.31,2.09,0.92,2.56,0.89,0.17,24.54,13.41,0,4.54,3.42,6.09,1.63,2.52,33,26,21.85,20.32,4.54,0.53,24.04,76,43,2.5,0.42,0.54,27.49,81,6.24,7.99,0.61,0.61,0,0.36,3.12,3.73,0.03,18,0.22,19,0.64,10,-0.03,0.06,0.02,0.05,,0.1
Yu In-Soo,Gangwon,K League 1,1730,Winger,30,0.1,0.14,0.15,0.94,11,39,1,,0.26,0.09,0.99,0.99,0.36,0.23,1.93,0.73,0.47,1.04,0.91,0.85,20.92,11.65,0.01,4.06,2.81,5.36,1.36,2.27,41,39,17.95,16.91,3.28,0.26,24.45,76,39,2.45,0.3,0.41,22.32,90,4.93,7.7,0.94,0.94,0,0.36,2.71,3.64,0.1,17,0.26,33,0.52,17,0.01,0.05,0.01,0.04,,0.1
Anderson Oliveira,Suwon FC,K League 1,3289,Winger,26,0.19,0.19,0.08,2.35,8,28,3,,0.36,0.18,1.81,1.81,0.55,0.37,4.16,5.77,3.53,3.78,0.37,0.07,15.87,6.79,0.01,1.97,5.09,8.18,0.82,1.19,44,13,14.15,13.26,3.89,0.33,38.42,78,66,6.73,0.57,0.7,47.84,83,6.76,17.13,1.83,1.81,0.03,0.82,4.98,6.79,0.22,22,0.82,41,1.09,15,0.1,0.18,0,-0.02,,0.26
Choi Geon-Joo,Daejeon Hana Citizen FC,K League 1,844,Winger,25,0.11,0.18,0.1,1.81,6,35,4,,0.21,0.08,0.85,0.85,0.32,0.26,2.66,1.71,1.07,1.92,0.44,0.21,22.17,10.23,0,3.94,2.77,4.69,1.02,1.47,50,54,19.4,15.68,5.01,0.32,19.83,68,50,1.17,0.25,0.42,19.19,76,4.86,7.14,0.75,0.75,0,0.64,3.62,4.37,0,29,0.32,33,0.85,15,0.06,0.03,0.01,0.02,,0.12
Gerso,Incheon United,K League 1,2023,Winger,33,0.22,0.28,0.12,2.4,9,48,5,,0.13,0.18,1.6,1.6,0.36,0.46,4,2.67,1.2,2.71,0.22,0.22,20.02,7.16,0,2.67,3.74,5.96,0.99,1.21,29,15,17.13,16.4,3.91,0.4,21.62,74,47,2.8,0.44,0.65,28.16,76,6.94,9.47,0.67,0.67,0,0.8,6.45,7.12,0.09,47,0.62,27,1.42,10,-0.03,0.11,0,-0.04,,0.03
Hernades Rodrigues da Silva,Jeonbuk Motors,K League 1,682,Winger,25,0.26,0.3,0.13,2.24,12,35,4,,0.26,0.11,1.58,1.58,0.53,0.41,3.83,3.04,1.45,2.11,0.12,0.31,12.8,4.62,0,1.85,3.83,5.54,0.8,0.92,33,29,11.48,9.94,2.38,0.26,30.22,71,44,3.17,0.3,0.62,36.42,84,6.15,13.07,1.32,1.32,0,0.66,4.09,5.41,0.13,20,0.66,56,0.26,21,0.04,0.12,0.02,0.01,,0.17
Isnairo Reis Silva Morais,Jeju United FC,K League 1,1878,Winger,31,0.14,0.19,0.08,2.25,6,36,3,50,0.1,0.1,1.58,1.01,0.24,0.29,3.83,2.3,1.25,1.58,0.99,0.48,25.74,14.66,0,4.46,3.88,6.85,2.28,3.26,48,31,22.04,18.06,4.07,0.58,31.73,73,52,4.17,0.35,0.51,33.26,88,6.56,11.65,2.2,1.25,0.96,0.14,3.07,4.31,0,26,0.72,33,0.34,15,0.06,0.1,0.05,-0.01,,0.2
Jang See-young,Ulsan,K League 1,771,Winger,22,0.12,0.09,0.09,1.05,11,33,1,,0,0.09,0.93,0.93,0.12,0.19,1.98,2.92,1.17,1.87,1.11,0.32,18.32,8.29,0.03,3.27,3.03,6.3,2.25,3.36,60,57,15.41,16.17,3.74,0.23,29.41,83,46,2.57,0.24,0.31,33.15,83,4.84,13.19,0.47,0.47,0,0.7,6.42,6.89,0.12,25,0.23,25,1.4,13,-0.08,0.1,0.04,-0.01,,0.05
Jeon Byung-Kwan,Jeonbuk Motors,K League 1,1880,Winger,22,0.24,0.18,0.09,2.06,12,21,3,,0.1,0.07,0.67,0.67,0.34,0.25,2.73,2.11,0.72,1.82,0.71,0.45,28.57,13.93,0,4.88,3.02,5.07,2.21,2.92,39,45,24.46,22.6,4.4,0.34,24.31,74,33,2.06,0.32,0.46,26.28,82,6.44,8.09,0.62,0.62,0,0.38,3.92,4.55,0,31,0.43,20,0.57,12,-0.02,0.18,0.01,-0.06,,0.11
