Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Krisztián Kovács,Paksi FC,NB I,385,Right Wing Back,25,0,0.03,0.05,0.7,0,33,0,,0,0.07,0.93,0.93,0,0.11,1.64,0.23,0.23,2.1,3.26,1.32,17.29,7.48,0.02,5.38,4.91,8.88,1.56,4.82,50,33,14.96,15.67,2.1,0.23,30.85,72,44,2.57,0.44,0.47,30.15,87,4.24,11.92,1.64,0.93,0.7,0.47,3.04,3.97,0,14,0.47,15,0.23,16,0.12,0.05,-0.01,-0.03,,0.13
Daniel Štefulj,Győri ETO,NB I,600,Full Back,25,0.15,0.15,0.13,1.2,13,25,1,,0,0.09,0.9,0.9,0.15,0.25,2.1,1.5,0.6,0.3,1.5,2.66,16.5,7.65,0,3.45,2.7,9.75,1.67,3.17,30,57,13.5,11.74,3.6,0.75,40.05,69,29,3.9,0.58,0.64,33.75,92,4.51,6.45,0.15,0.15,0,0,2.25,2.4,0,100,0.3,18,0,31,0.12,0.1,0.04,0.02,,0.27
Erik Silye,Paksi FC,NB I,773,Full Back,28,0.12,0.03,0.03,0.93,13,25,1,,0,0.07,0.93,0.93,0.12,0.1,1.86,0.93,0.47,0.35,1.99,2.22,10.83,4.31,0.01,2.8,3.96,7.22,0.77,2.76,50,50,9.55,10.81,2.21,0.23,35.06,71,35,4.78,0.36,0.46,29.58,96,3.89,11.65,2.33,1.98,0.35,0.23,1.51,3.49,0,35,1.05,38,0.35,22,0.24,0.06,0.07,-0.02,,0.35
Filip Holender,Fehervar,NB I,511,Full Back,30,0.18,0.02,0.03,0.53,33,33,1,,0.18,0.07,0.53,0.53,0.35,0.09,1.06,1.06,0.35,0.35,1.66,2.5,12.14,6.16,0,1.76,3.34,7.22,1.43,3.09,60,40,9.68,9.14,1.58,0,33.08,80,48,3.52,0.49,0.54,27.45,95,5.53,8.8,1.41,1.23,0.18,0.18,0.53,1.76,0,13,0.35,25,0.18,17,0.17,0.07,0.1,0.01,,0.35
Gergely Mim,Zalaegerszegi TE,NB I,1120,Full Back,25,0.32,0.2,0.1,1.93,17,29,3,,0.16,0.1,1.04,0.96,0.48,0.3,2.97,2.01,0.72,1.61,0.7,1.29,13.74,7.71,0,4.26,3.21,7.47,0.8,1.51,60,54,11.65,6.17,1.77,0.24,24.26,66,44,3.62,0.33,0.47,24.42,82,7.8,8.19,0.8,0.8,0,0.24,3.62,4.42,0,20,0.32,18,0.64,29,0.04,0.08,0.03,0.01,,0.17
Laros Duarte,Puskas,NB I,465,Left Defensive Midfielder,28,0,0.04,0.03,1.74,0,11,2,,0,0.01,0.39,0.39,0,0.05,2.13,1.16,0.97,1.93,1.25,0.88,19.73,10.64,0.02,5.03,5.03,10.64,2.86,4.12,38,0,16.44,18.35,4.45,0.77,42.75,84,64,6.19,0.59,0.62,38.68,93,4.67,11.8,0.58,0.58,0,0,0.58,1.16,0,0,0,0,0,24,0.05,0.11,0.03,-0.05,,0.14
Krisztián Tamás,Ujpest,NB I,886,Full Back,30,0,0.02,0.05,0.41,0,25,1,,0,0.09,1.22,1.12,0,0.11,1.62,0.81,0.1,0.51,1.03,1.08,13.61,6.19,0.01,2.44,2.74,8.12,1.05,2.08,56,69,11.47,10.95,1.93,0.1,31.07,74,56,3.45,0.31,0.38,24.68,93,5.76,8.02,1.32,1.02,0.3,0.1,0.81,1.83,0,54,0.91,39,0,22,0.09,0.06,0.01,0,,0.16
Márió Zeke,Kecskeméti TE,NB I,1157,Full Back,24,0,0.03,0.07,0.39,0,40,1,,0,0.09,0.78,0.78,0,0.12,1.17,1.01,0.47,1.09,1.6,1.49,14.08,5.68,0.02,3.58,2.49,6.77,1.74,3.34,50,48,11.44,10.66,1.17,0.08,27.46,78,55,2.57,0.38,0.45,23.49,92,6.16,8.64,0.78,0.62,0.16,0.31,1.56,2.18,0,70,1.01,38,0.47,21,0.13,0.07,0.06,-0.01,,0.26
Mamady Diarra,Győri ETO,NB I,414,Right Wing,24,0.22,0.11,0.04,2.83,8,23,5,,0.22,0.09,1.09,0.87,0.43,0.21,3.91,2.83,1.52,2.39,0.23,0.15,18.69,7.83,0,2.83,3.91,7.61,1.96,2.18,100,0,15.65,13.39,3.26,0.22,21.52,68,40,1.74,0.36,0.49,28.48,79,7.54,9.35,1.74,1.52,0.22,0.22,4.78,6.3,0,38,0.87,40,0.65,15,-0.03,0.09,0.04,-0.03,,0.06
Mamoudou Karamoko,Ujpest,NB I,390,Left Wing,25,0,0.09,0.06,1.38,0,50,2,,0.23,0.05,0.92,0.92,0.23,0.14,2.31,2.77,0.92,0.46,0,1.62,17.77,6.46,0,3.46,2.54,5.08,0.24,0.24,,48,16.84,18.64,4.38,0.46,22.84,64,60,3,0.23,0.32,22.38,75,8.64,6.92,1.15,1.15,0,0.23,3.23,4.38,0,0,0.23,50,0.46,18,-0.14,0.09,0.04,-0.06,,-0.07
Aranđel Stojković,Debrecen,NB I,784,Full Back,30,0,0.03,0.04,0.69,0,33,1,,0,0.03,0.8,0.69,0,0.06,1.49,0.92,0.69,0.34,1.31,1.65,12.74,6.08,0.02,3.79,2.52,6.08,1.25,2.56,52,17,10.56,9.19,1.38,0.23,37.86,83,63,3.33,0.31,0.37,31.9,95,3.43,8.03,0.69,0.34,0.34,0.11,1.03,1.38,0,17,0.23,25,0,25,0.13,0.05,0.05,-0.01,,0.22
Bohdan Melnyk,Fehervar,NB I,520,Full Back,28,0,0.02,0.03,0.52,0,33,1,,0,0.05,0.52,0.52,0,0.07,1.04,1.21,0.35,0.86,0.8,2.18,16.95,7.61,0.01,3.63,4.5,10.38,2.18,2.97,67,47,13.49,13.18,2.42,0.52,39.96,85,55,5.71,0.38,0.38,35.64,94,5.85,8.65,0.52,0.35,0.17,0.17,0.69,1.04,0.17,0,0.17,11,0.17,22,0.06,0.07,0.05,-0.02,,0.16
Mario Simuț,Fehervar,NB I,406,Right Wing Back,21,0,0.03,0.07,0.44,0,50,1,,0,0.03,0.67,0.67,0,0.06,1.11,0.89,0.44,0.67,0.58,1.49,17.07,10.42,0.04,4.43,4.43,9.98,1.05,1.63,40,53,14.85,11.73,1.55,0.44,25.05,67,58,3.1,0.26,0.29,19.06,93,5.16,4.88,1.11,1.11,0,0,0.22,1.33,0,60,0.67,38,0,30,0.04,0.1,-0.1,0.01,,0.05
Cebrails Makreckis,Ferencvaros,NB I,746,Full Back,25,0,0.03,0.04,0.72,0,17,0,,0.36,0.16,1.09,0.97,0.36,0.19,1.81,2.05,1.21,0.97,2.86,1.44,9.29,3.86,0.02,3.26,3.5,8.45,2.13,4.99,83,60,7.48,11.89,2.41,0.12,62.88,89,75,7,0.61,0.65,60.1,96,4.76,16.29,1.21,1.09,0.12,0.72,1.81,2.9,0.12,50,0.97,53,0.6,18,0.17,0.11,0.04,-0.02,,0.3
Csaba Szatmári,Diósgyőr,NB I,827,Full Back,30,0.11,0.08,0.12,0.65,17,33,0,,0,0,0.11,0.11,0.11,0.08,0.76,0.22,0.11,0.22,1.4,2.62,11.43,4.9,0.1,3.48,2.61,11.32,1.26,2.66,71,62,8.92,6.3,1.09,0,38.85,75,67,3.37,0.45,0.45,26.66,98,4.33,2.83,0.22,0,0.22,0.11,1.41,1.41,0,0,0.22,29,0.11,35,0.09,0.04,0.08,-0.03,,0.18
Dániel Richárd Gera,Diósgyőr,NB I,1125,Full Back,29,0.08,0.16,0.14,1.12,7,14,2,,0.08,0.12,0.88,0.88,0.16,0.28,2,1.2,0.48,0.64,0.59,1.32,18.32,8.88,0.03,3.04,2.88,7.84,1.84,2.43,56,59,13.44,9.06,2.88,0.16,24,67,28,2.48,0.41,0.53,20.48,89,4.88,5.28,0.56,0.48,0.08,0.4,2.48,2.96,0.08,29,0.4,33,0.32,34,0.1,0.06,0.02,-0.12,,0.06
Luciano Fabian Vera,Győri ETO,NB I,503,Full Back,23,0,0.04,0.06,0.72,0,50,1,,0,0.02,0.54,0.54,0,0.06,1.25,1.07,0.72,0.72,1.71,3.53,16.99,6.44,0.04,5.01,3.4,10.38,2.17,3.87,50,25,14.13,17.38,2.86,0,33.09,79,53,4.11,0.3,0.32,29.87,96,4.77,8.94,1.25,1.07,0.18,0,1.07,2.15,0,29,0.36,40,0,30,0.09,0.09,0,-0.03,,0.14
Quentin Maceiras,Puskas,NB I,1065,Full Back,29,0,0,0.03,0.17,0,100,0,,0,0.06,1.1,1.01,0,0.06,1.27,0.68,0.25,0.85,1.22,2.46,18.42,9.55,0.03,3.72,3.04,10.06,2.96,4.18,48,62,14.79,18.12,3.46,0.34,45.21,76,44,4.39,0.41,0.43,38.03,95,4.51,8.37,2.11,1.18,0.93,0.08,0.51,1.69,0,28,0.68,30,0.17,27,0.25,0.07,0.05,0.01,,0.37
Michal Škvarka,Győri ETO,NB I,402,Left Defensive Midfielder,32,0,0.14,0.12,1.12,0,40,2,,0,0.1,1.79,1.34,0,0.24,2.91,0.9,0.45,0.9,0,0.15,14.78,6.05,0.02,4.48,3.14,6.27,0.49,0.49,50,20,12.99,16.84,4.7,0.45,35.39,82,52,3.81,0.41,0.46,30.46,90,3.98,10.98,2.24,1.12,1.12,0.67,2.69,3.81,0,0,0,0,0.67,16,0.03,0.02,-0.02,0.15,,0.18
Viktor Gey,MTK,NB I,745,Full Back,29,0.12,0.03,0.05,0.6,20,20,1,,0.24,0.07,1.09,0.97,0.36,0.1,1.69,1.45,0.48,0.85,2.58,2.56,12.19,6.52,0,3.86,3.38,8.57,1.65,4.23,55,52,9.3,9.9,2.05,0.48,46,77,67,5.92,0.31,0.34,41.29,94,5.36,9.18,1.21,1.09,0.12,0.12,0.85,1.93,0,50,0.85,39,0.12,28,0.15,0.1,0.04,0.04,,0.33
Alex Szabó,Kecskeméti TE,NB I,937,Centre Back,26,0,0.03,0.07,0.48,0,20,0,,0.1,0.01,0.38,0.38,0.1,0.05,0.86,0.19,0.1,0.1,1.76,2.92,14.21,5.57,0.06,4.42,3.27,9.32,1.53,3.29,64,51,11.24,10.25,1.15,0.1,48.21,79,58,5.86,0.35,0.39,38.22,99,4.61,7.87,0.86,0.77,0.1,0,0.96,1.73,0.1,44,0.38,36,0.19,31,0.09,0.06,0.04,-0.01,,0.18
Bence Ötvös,Paksi FC,NB I,890,Centre Back,27,0.2,0.07,0.06,1.21,17,25,1,100,0,0.09,0.61,0.51,0.2,0.16,1.82,1.01,0.91,0.61,1.98,2.35,20.03,10.42,0.06,6.68,6.37,17.6,3.23,5.21,67,69,15.88,17.12,2.73,0.3,53.61,74,42,9.51,0.49,0.53,42.99,98,5.93,12.24,1.72,1.21,0.51,0.3,2.12,3.34,0,18,0.4,36,0.3,36,0.29,0.19,0.14,0.09,,0.71
Milán Májer,Kecskeméti TE,NB I,467,Right Wing Back,25,0,0.02,0.03,0.77,0,25,0,,0,0.17,1.93,1.93,0,0.19,2.7,1.73,0.39,1.16,0.72,1.13,16.38,7.52,0,2.89,3.08,6.36,0.9,1.62,25,14,12.91,9.64,1.93,0.39,33.72,75,56,4.24,0.4,0.5,30.25,89,4.23,10.98,2.12,2.12,0,0.39,0.96,3.08,0,73,2.12,61,0.39,23,0.19,0.04,0.02,-0.03,,0.22
Mohamed Ali Ben Romdhane,Ferencvaros,NB I,492,Left Wing,25,0.18,0.19,0.09,2.2,8,58,3,100,0,0.03,0.91,0.91,0.18,0.22,3.11,2.93,1.28,2.74,1.36,0.41,26.71,11.89,0.03,5.49,3.66,6.4,2.84,4.2,67,20,22.14,31.8,3.84,0.37,36.95,88,69,4.02,0.63,0.71,43.36,84,6.13,14.64,0.73,0.73,0,0.55,4.76,5.49,0,50,0.37,20,0.91,8,0,0.1,0.08,0.18,,0.37
Benedek Varju,MTK,NB I,820,Centre Back,24,0,0.07,0.11,0.66,0,33,0,,0,0.05,0.88,0.88,0,0.12,1.54,1.32,0.77,1.1,2.58,3.84,16.68,8.89,0.11,6.15,2.85,11.19,4.46,7.05,68,74,12.29,14.85,2.52,0.44,64.64,88,68,4.17,0.4,0.41,58.06,96,4,6.91,0.44,0.44,0,0.33,2.09,2.52,0,0,0.22,40,0.33,24,0.09,0.09,0.14,0.03,,0.35
Mohammed Rharsalla,Diósgyőr,NB I,444,Left Midfielder,31,0,0.15,0.12,1.21,0,17,3,,0,0.02,0.4,0.4,0,0.17,1.62,2.83,1.01,1.62,0,0.25,16,5.47,0,3.85,3.44,6.68,0.76,0.76,50,14,14.17,11.02,3.04,0.2,23.29,65,42,3.44,0.41,0.49,25.31,79,7.54,6.68,1.01,0.81,0.2,0,3.04,3.85,0,20,0.2,11,0.2,21,-0.08,0.05,0,-0.08,,-0.11
Myke Bouard Ramos,Nyíregyháza Spartacus,NB I,396,Centre Forward,32,0,0.21,0.11,2.04,0,11,2,,0.23,0.32,1.82,1.82,0.23,0.53,3.86,4.09,2.5,2.27,0,0.92,27.71,10.9,0.06,3.86,3.41,6.36,1.45,1.45,0,43,23.62,20.42,5.68,1.14,23.4,68,75,2.04,0.45,0.74,26.12,74,5.45,8.18,1.36,1.36,0,0.68,5.22,6.59,0,33,0.68,75,0.68,18,-0.01,0.03,0.02,-0.15,,-0.11
Bozhidar Chorbadzhiyski,Diósgyőr,NB I,840,Centre Back,29,0.11,0.18,0.22,0.86,13,75,0,,0,0,0,0,0.11,0.18,0.86,0.11,0,0.11,0.75,2.69,8.58,4.4,0.09,2.79,2.04,10.51,0.57,1.32,75,63,6,3.68,0.54,0,35.16,87,63,1.29,0.43,0.46,25.73,99,5.26,1.39,0,0,0,0,1.39,1.39,0,,0,0,0,18,0.02,0.04,0.1,0.03,,0.18
Eneo Bitri,Győri ETO,NB I,847,Centre Back,28,0.21,0.12,0.08,1.49,14,36,1,,0,0,0.11,0.11,0.21,0.13,1.59,1.38,0.96,0.32,1.54,6.61,11.9,5.31,0.1,3.61,2.87,11.58,1.17,2.71,64,77,9.35,7.43,1.17,0.11,38.35,79,58,2.76,0.44,0.44,27.94,96,4.59,3.72,0.42,0.32,0.11,0,2.87,3.19,0,0,0,,0,32,0.06,0.04,-0.03,-0.01,,0.06
Gergő Gengeliczki,Nyíregyháza Spartacus,NB I,691,Centre Back,31,0,0.03,0.07,0.39,0,0,0,,0,0.01,0.26,0.26,0,0.03,0.65,0.26,0.26,0.13,0.78,2.84,11.86,6.26,0.05,4.56,1.69,7.56,1,1.78,60,53,9.51,5.91,1.17,0.13,22.94,70,41,2.35,0.1,0.11,17.33,95,4.3,2.09,0.13,0.13,0,0,0.78,0.91,0,0,0,0,0,45,-0.04,0.01,0,-0.03,,-0.07
Gábor Vas,Paksi FC,NB I,546,Centre Back,21,0,0.02,0.09,0.16,0,0,0,,0,0.05,0.16,0.16,0,0.06,0.33,0.16,0,0.33,2.16,6.14,13.19,5.44,0.05,4.78,3.63,15,2.11,4.28,70,58,10.72,11.94,1.65,0.33,41.54,76,63,3.46,0.49,0.49,28.19,98,4.96,5.44,0.66,0.66,0,0,0.33,0.99,0.16,25,0.16,33,0,33,0.08,0.07,0.04,-0.01,,0.19
Márk Szécsi,Debrecen,NB I,357,Right Wing,31,0,0.07,0.06,1.26,0,40,1,,0.25,0.11,0.25,0.25,0.25,0.18,1.51,1.51,1.26,2.01,1.97,2.02,13.35,6.8,0,3.53,3.78,10.33,1.83,3.8,33,54,10.83,14.87,2.01,0,30.98,67,25,3.27,0.26,0.4,25.69,88,5.15,9.32,0.76,0.76,0,0.25,1.76,2.52,0.25,0,0.25,20,0.5,26,0.05,0.04,0.03,-0.04,,0.08
Márton Eppel,Nyíregyháza Spartacus,NB I,349,Centre Forward,33,0.26,0.17,0.13,1.29,20,40,3,,0,0.04,0.52,0.52,0.26,0.21,1.8,1.03,0.77,1.55,0,0.47,23.71,13.92,0.03,1.8,2.58,4.12,0.89,0.89,0,57,21.65,15.16,4.64,0.26,23.71,65,50,2.32,0.22,0.24,18.04,81,3.99,7.48,1.03,1.03,0,0.52,4.64,5.67,0,0,0,,0.77,32,-0.12,-0.02,0,0.09,,-0.05
Ibrahim Cissé,Ferencvaros,NB I,813,Centre Back,29,0,0.04,0.09,0.44,0,0,0,,0,0,0,0,0,0.04,0.44,0.11,0.11,0.22,2.12,3.82,10.52,4.87,0.04,4.43,2.44,10.19,2.48,4.61,71,61,7.86,12.56,2.77,0.55,72.77,92,79,4.76,0.56,0.6,62.58,99,4.01,6.31,0.11,0.11,0,0,1.11,1.22,0,0,0,0,0,18,0.02,0.05,0.02,-0.04,,0.06
Ilia Beriashvili,MTK,NB I,1158,Centre Back,26,0.16,0.05,0.13,0.39,40,60,0,,0,0.02,0.16,0.16,0.16,0.07,0.54,0.23,0.16,0.08,2.21,6.55,14.84,8.08,0.07,5.75,1.48,11.34,3.1,5.31,77,76,11.34,13.19,2.41,0.31,58.81,91,82,1.86,0.3,0.35,46.46,99,4.2,2.1,0.08,0.08,0,0.08,1.24,1.32,0,0,0,,0.08,17,0.06,0.04,0.02,0.02,,0.15
Mátyás Kovács,Fehervar,NB I,365,Left Wing,21,0,0.19,0.09,2.22,0,22,4,,0,0.18,1.73,1.73,0,0.38,3.95,2.96,1.48,1.97,0.91,0.59,22.95,9.87,0,3.21,4.69,8.88,1.8,2.71,56,86,19.25,15.34,5.68,1.23,23.93,64,75,1.73,0.31,0.47,27.64,80,5.66,7.4,0.74,0.74,0,0.74,4.69,5.43,0,33,0.49,100,0.99,21,-0.01,0.13,0.03,-0.17,,-0.02
Mátyás Tajti,Ujpest,NB I,496,Centre Defensive Midfielder,26,0.18,0.07,0.14,0.54,33,33,0,,0,0.01,0.18,0.18,0.18,0.08,0.73,0.91,0.36,0.73,1.05,1.24,33,19.58,0.01,7.07,3.63,9.25,3.4,4.45,40,31,27.01,23.28,6.71,1.27,41.34,84,72,4.71,0.48,0.5,31.18,95,4.52,5.62,0.36,0.36,0,0,1.09,1.45,0,0,0,,0,29,0.07,0.06,0.08,0.09,,0.31
João Nunes,Ujpest,NB I,1186,Centre Back,29,0.08,0.06,0.08,0.68,11,33,0,,0,0,0.15,0.15,0.08,0.06,0.84,0.15,0,0.15,1.55,3.29,11.54,3.57,0.12,4.55,2.13,11.77,1.7,3.25,67,54,9.11,9.71,1.75,0.46,43.12,81,50,3.04,0.35,0.37,30.59,97,4.28,4.71,0.23,0.23,0,0.08,1.52,1.75,0,0,0,0,0.08,29,0.07,0.05,0.06,-0.02,,0.16
Marco Lund,Diósgyőr,NB I,1018,Centre Back,28,0,0.01,0.12,0.09,0,0,0,,0,0,0.09,0.09,0,0.01,0.18,0.18,0.18,0.27,0.73,3.33,13,6.46,0.09,4.33,2.12,9.91,0.91,1.64,73,52,10.61,7.01,1.24,0.18,37.77,82,62,1.95,0.37,0.37,27.86,99,4.59,1.95,0,0,0,0,0.18,0.18,0,,0,,0,24,0.04,0.03,0.06,-0.01,,0.13
Meldin Drešković,Debrecen,NB I,664,Centre Back,27,0.14,0.13,0.06,2.03,7,20,0,,0,0.02,0.41,0.41,0.14,0.15,2.44,0.27,0.14,0.41,0.85,6.21,13,7.04,0.07,5.15,2.57,10.7,2.73,3.58,46,68,10.16,10.7,1.76,0.41,43.07,86,80,2.17,0.27,0.31,32.1,98,4.37,2.84,0.14,0.14,0,0.14,4.33,4.47,0,0,0,0,0.27,26,0.03,0.04,0.11,-0.06,,0.12
Nicolás Stefanelli,Fehervar,NB I,499,Left Midfielder,30,0.36,0.15,0.06,2.34,15,31,3,,0.18,0.28,2.16,1.8,0.54,0.42,4.51,2.34,0.72,2.88,0.81,0.08,18.02,10.09,0,3.24,6.49,8.83,1.26,2.07,0,14,15.68,11.4,1.98,0,30.28,69,47,3.96,0.66,0.95,34.24,85,7.11,11.53,2.7,1.8,0.9,0.54,3.96,5.77,0.18,13,0.54,20,0.72,17,0.11,0.17,0.03,-0.03,,0.27
Nikola Serafimov,Fehervar,NB I,1049,Centre Back,25,0.09,0.03,0.09,0.34,25,50,0,,0,0,0.09,0.09,0.09,0.03,0.43,0.26,0.26,0.17,1.42,3.09,11.92,7.29,0.08,5.66,1.2,9.01,1.08,2.5,64,52,9.69,9.09,1.12,0.17,47.43,90,72,2.14,0.32,0.33,36.37,99,5.23,2.57,0.09,0,0.09,0.09,0.86,0.86,0,0,0,,0.17,20,0.02,0.05,-0.04,0.02,,0.04
Oleksandr Safronov,Zalaegerszegi TE,NB I,648,Centre Back,25,0,0.02,0.05,0.28,0,0,0,,0,0,0,0,0,0.02,0.28,0.14,0,0.28,0.31,2.18,13.18,5.83,0.05,2.5,1.11,6.38,0.61,0.92,80,53,10.13,4.08,1.67,0.28,19.99,78,40,1.8,0.13,0.14,13.32,95,3.95,1.8,0.14,0.14,0,0,0.28,0.42,0,0,0,,0,38,0.04,0.01,-0.02,-0.02,,0.02
Stefanos Evangelou,Zalaegerszegi TE,NB I,716,Centre Back,27,0,0.03,0.06,0.5,0,50,0,,0,0.04,0.38,0.38,0,0.07,0.88,0,0,0,0.24,3.01,14.83,7.92,0.06,5.66,1.26,9.68,2.21,2.45,69,62,10.18,5.77,1.26,0.13,30.67,76,51,4.27,0.26,0.34,21.74,98,4.82,4.15,0.25,0.25,0,0,1.13,1.38,0.13,0,0,,0,38,0.08,0,0.02,-0.02,,0.08
Oluwatosin Kehinde,Ferencvaros,NB I,339,Left Wing,26,0.27,0.13,0.07,1.86,14,43,3,,0.27,0.29,1.59,1.59,0.53,0.42,3.45,2.65,1.86,4.78,1.17,0.71,20.96,11.94,0,5.31,4.24,7.16,0.77,1.94,25,50,19.9,29.03,4.78,0,32.89,76,100,4.78,0.83,1.06,39.26,84,7.15,14.33,1.33,1.33,0,0.27,5.04,6.37,0.53,0,0,0,0.53,14,-0.02,0.13,0.02,-0.01,,0.11
Wojciech Golla,Puskas,NB I,1065,Centre Back,33,0,0.04,0.07,0.51,0,50,0,,0,0.02,0.34,0.34,0,0.05,0.85,0,0,0.17,1.7,5.05,13.1,7.18,0.06,4.65,2.45,12.34,2.62,4.32,73,64,9.47,11.47,1.52,0.25,66.51,88,69,2.87,0.54,0.62,50.45,100,4.58,3.8,0.17,0.17,0,0.25,2.03,2.2,0,50,0.17,50,0.25,25,0.07,0.07,0.03,-0.01,,0.16
Patrik Kovács,MTK,NB I,488,Left Wing Back,20,0,0.02,0.05,0.37,0,50,1,,0,0,0.18,0,0,0.02,0.55,1.11,0.55,0.92,1.1,2.11,16.24,10.15,0,2.58,2.77,5.9,1.38,2.48,33,33,13.47,11.93,2.77,0,29.16,73,52,2.77,0.17,0.18,27.68,90,4.58,6.46,0.92,0.92,0,0.18,1.29,2.21,0,40,0.37,22,0.18,26,0.05,0.14,0.06,0.01,,0.26
Ákos Baki,Nyíregyháza Spartacus,NB I,594,Centre Back,30,0,0.07,0.07,1.06,0,0,0,,0,0.01,0.3,0.3,0,0.09,1.36,0.45,0.3,0.15,1.44,3.22,18.5,9.7,0.03,5.91,3.49,10.76,2.97,4.41,90,76,13.49,13.77,3.34,1.06,41.39,74,50,4.55,0.22,0.32,26.98,98,2.8,6.22,0.45,0.45,0,0.3,3.03,3.49,0,33,0.15,33,0.45,35,0.08,0.03,0.06,-0.09,,0.08
Paul Viorel Anton,Győri ETO,NB I,341,Left Defensive Midfielder,34,0,0.04,0.04,1.06,0,0,1,,0,0.06,1.06,0.79,0,0.11,2.11,0.26,0.26,0.79,1.14,0.88,17.42,10.03,0,3.17,5.01,12.93,0.9,2.04,50,44,14.78,13.92,3.43,0,51.19,69,36,4.75,0.34,0.38,41.69,96,3.66,8.71,1.58,1.06,0.53,0,0.53,1.58,0.26,17,0.53,100,0,30,0.07,0.06,0.02,-0.06,,0.08
Bálint Katona,Kecskeméti TE,NB I,589,Centre Forward,22,0,0.14,0.07,1.99,0,15,2,,0,0.02,1.22,1.22,0,0.16,3.21,4.89,2.29,2.29,0.94,0.4,23.39,10.39,0,4.43,5.04,8.25,2.45,3.4,50,27,20.18,22.92,4.43,0.15,40.51,81,31,5.81,0.39,0.45,44.48,81,5.65,16.05,0.76,0.76,0,0.15,2.14,2.9,0,0,0.15,25,0.15,14,-0.08,0.05,0.01,-0.07,,-0.1
Péter Beke,Nyíregyháza Spartacus,NB I,424,Left Wing,24,0.42,0.45,0.15,2.97,14,43,5,,0,0.12,0.85,0.85,0.42,0.57,3.82,2.97,1.06,0.85,0.11,0.05,26.09,13.15,0.02,2.97,2.76,4.67,0,0.11,0,28,25.03,13.56,2.33,0,17.39,67,60,1.48,0.42,0.75,19.73,75,6.52,5.51,1.06,0.64,0.42,0.21,7.42,8.06,0.21,40,0.85,44,1.06,11,0.18,0.06,-0.01,0.08,,0.3
Márk Mucsányi,Ujpest,NB I,503,Centre Forward,23,0.54,0.37,0.26,1.43,38,63,3,,0.18,0.18,0.89,0.89,0.72,0.55,2.33,1.61,0.72,1.97,0.07,0.57,12.52,4.47,0.03,1.97,2.33,4.11,0.19,0.26,25,16,11.27,9.59,2.5,0.72,23.79,75,70,1.79,0.25,0.68,25.4,85,5.76,9.48,0,0,0,0.18,4.11,4.11,0,,0,0,0.36,16,-0.02,0.06,-0.04,0.23,,0.24
Matija Ljujić,Ujpest,NB I,1126,Attacking Midfielder,31,0.4,0.2,0.1,2,20,44,2,100,0.08,0.19,1.84,0.8,0.48,0.39,3.84,0.88,0.48,0.88,1.6,1.73,20.39,10.95,0.01,4.4,2.16,6.32,1.52,3.12,24,47,17.91,18.27,5.28,0.88,35.82,77,46,4.16,0.35,0.51,29.1,91,4.23,9.27,1.84,0.48,1.36,0.24,2.64,3.12,0.16,13,0.32,21,0.16,21,0.14,0.03,0.04,0.11,,0.32
Bence Kiss,Zalaegerszegi TE,NB I,933,Attacking Midfielder,25,0.1,0.09,0.06,1.35,7,14,2,,0.19,0.15,2.51,1.83,0.29,0.24,3.86,2.32,1.35,1.93,0.43,0.48,30.98,16.7,0.02,4.92,3.38,8.4,1.41,1.84,53,35,26.92,13.42,4.83,0.68,35.22,76,51,5.31,0.43,0.58,35.71,90,5.91,14.38,2.32,1.16,1.16,0.29,2.61,3.76,0.29,21,0.48,24,0.29,20,0.08,0.1,0.07,0,,0.25
Ranko Jokić,Nyíregyháza Spartacus,NB I,388,Left Centre Back,26,0,0.02,0.05,0.46,0,0,0,,0,0.02,0.23,0.23,0,0.04,0.7,0.23,0.23,0,0.59,2.37,17.17,8.82,0.04,3.48,3.25,12.3,1.37,1.96,67,70,12.76,6.48,1.62,0.46,32.02,77,68,3.94,0.36,0.38,19.26,99,5.14,4.18,1.16,1.16,0,0,0.7,1.86,0.23,0,0,0,0,46,0.13,0.05,0.03,-0.03,,0.18
