Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Assists,xG Assisted,Key Passes,Scoring Contribution,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,OP Passes,Passing%,xGBuildup,Carries,Carry%,Carry Length,OP F3 Passes,OP Passes Into Box,Touches In Box,PinTin,Throughballs,Successful Crosses,Crossing%,Pass OBV,D&C OBV,DA OBV,Shot OBV,OBV
Rasmus Schüller,Djurgården,Allsvenskan,898,Defensive Midfielder,33,0,0.03,0.05,0.7,0,0,0,0,0.1,0.6,0,0.5,0.2,0.8,1.07,1.3,22.46,13.13,0.05,6.02,5.51,12.03,2.29,3.36,45,44,59.55,83,0.54,46.22,95,3.39,14.94,0.8,0.7,1.5,0.3,0.1,25,0,0.06,0.04,-0.04,0.06
Daniel Tom John Stensson,Sirius,Allsvenskan,1239,Defensive Midfielder,27,0,0.04,0.04,0.87,0,8,0,0.15,0.13,1.38,0.15,0.51,0.15,0.65,1.53,1.89,27.11,16.21,0.02,5.89,5.38,10.32,3.81,5.35,49,51,59.08,85,0.52,52.25,96,4.19,12.86,1.24,0.29,1.53,0.15,0.29,29,0.02,0.11,0.06,-0.04,0.15
Joel Allansson,Halmstad,Allsvenskan,1695,Defensive Midfielder,32,0,0.03,0.04,0.64,0,8,1,0,0.02,0.42,0,0.42,0.16,0.37,0.5,0.32,28.56,16.88,0.02,4.78,5.36,9.72,0.61,1.11,31,32,29.09,82,0.28,22.41,96,3.88,6.48,0.37,0.64,1.01,0.11,0,0,0.06,0.06,0.02,-0.02,0.12
Niilo Mäenpää,Halmstad,Allsvenskan,797,Defensive Midfielder,26,0.11,0.09,0.08,1.13,10,20,2,0,0.04,0.68,0.11,0.68,0.34,0.79,0.71,0.62,30.05,16.27,0.02,5.99,4.63,7.23,1,1.71,23,37,31.52,77,0.39,24.29,93,4.14,7.91,0.34,2.82,3.16,0,0.11,13,0,0.04,0.03,0.02,0.09
Amir Al-Ammari,Halmstad,Allsvenskan,1229,Defensive Midfielder,27,0.07,0.04,0.05,0.88,8,33,1,0.07,0.14,0.88,0.15,1.03,0.44,1.1,0.57,0.41,22.55,12.81,0.04,3.81,4.47,8.13,0.68,1.25,52,42,29.58,75,0.35,26.14,92,4.5,6.96,0.59,0.51,1.1,0.07,0.15,17,0.1,0.05,0.06,-0.04,0.17
Nicklas Röjkjaer,Mjällby,Allsvenskan,2600,Defensive Midfielder,26,0.1,0.09,0.06,1.42,7,27,1,0.03,0.16,1.94,0.14,2.18,1.11,2.04,0.5,0.2,18.31,9.04,0.02,3.39,4.05,8.69,1.57,2.08,37,19,49.71,84,0.48,49.68,91,5.27,15.37,1.56,2.22,3.77,0.24,0.55,36,0.16,0.11,0.02,-0.03,0.26
Lamine Dabo,AIK,Allsvenskan,1706,Defensive Midfielder,20,0,0.07,0.1,0.74,0,21,1,0.21,0.07,0.74,0.21,1.53,0.9,1.16,1.19,1.46,23.06,12.4,0.05,5.49,5.12,10.29,2.98,4.17,60,50,39.1,83,0.42,35.19,92,4.44,9.02,0.21,2.06,2.27,0,0.16,60,-0.01,0.07,0.02,-0.02,0.07
Bersant Celina,AIK,Allsvenskan,2633,Defensive Midfielder,28,0.14,0.09,0.05,1.98,7,33,2,0.1,0.11,1.13,0.24,1.57,0.82,0.75,0.94,1.13,19.04,10.6,0.01,4.61,4.75,9.09,1.52,2.46,51,46,48.95,80,0.54,43.51,93,4.96,15.07,1.71,2.29,4,0.1,0.75,40,0.1,0.09,0.01,-0.01,0.18
Ismaila Coulibaly,AIK,Allsvenskan,731,Defensive Midfielder,24,0.25,0.16,0.07,2.22,11,22,2,0.12,0.03,0.62,0.37,1.48,1.11,1.6,0.61,1.47,17.86,8.5,0.01,4.06,5.42,10.1,1.29,1.91,46,27,47.66,90,0.66,42.86,94,3.53,10.71,0.62,1.48,2.09,0,0,,-0.01,0.12,0.02,-0.03,0.1
Tesfaldet Tekie,Hammarby,Allsvenskan,2425,Defensive Midfielder,27,0.15,0.05,0.04,1.11,13,37,1,0.07,0.1,1.45,0.22,1.86,1.19,1.56,1.8,0.84,19.96,9.91,0.02,4.97,4.68,8.91,3.16,4.96,38,35,71.69,88,0.58,64.16,95,4.92,17.85,0.93,1.15,2.08,0.11,0.19,18,0.08,0.11,0.06,-0.02,0.23
Andri Fannar Baldursson,Elfsborg,Allsvenskan,1532,Defensive Midfielder,22,0,0.03,0.05,0.76,0,8,1,0.06,0.05,0.88,0.06,0.82,0.47,1.18,0.89,1.02,26.39,13.69,0.03,6.23,6.64,11.05,2.04,2.94,47,60,32.91,76,0.31,26.33,93,4.41,7.4,0.47,0.71,1.18,0.18,0.12,29,0.04,0.06,0.01,-0.04,0.07
Adam Oscar Magnus Wikman,Sirius,Allsvenskan,1873,Defensive Midfielder,21,0.14,0.02,0.05,0.43,33,33,0,0.1,0.09,1.01,0.24,0.24,0.24,0.29,1.07,0.99,16.58,8.22,0.01,4.18,4.37,9.18,1.52,2.6,43,47,54.63,87,0.57,44.49,99,3.77,11.05,0.62,0.29,0.91,0.19,0.14,20,0.08,0.07,0.03,0.01,0.2
Ismet Lushaku,Norrköping,Allsvenskan,1393,Defensive Midfielder,24,0.06,0.05,0.05,0.84,8,38,1,0,0.04,0.71,0.06,1.23,1.03,1.16,0.86,0.87,18.73,10.72,0.02,4.01,4.59,8.79,1.57,2.42,41,83,47.55,81,0.46,42.19,96,4.37,11.89,1.29,0.65,1.94,0.45,0.32,18,0.09,0.06,0.05,-0.01,0.19
Jesper Ceesay,Norrköping,Allsvenskan,1317,Defensive Midfielder,23,0,0.04,0.06,0.68,0,20,1,0,0.02,0.68,0,0.27,0.21,0.82,1.22,3.08,19.89,10.39,0.04,4.65,5.81,10.12,1.14,2.36,50,61,48.87,89,0.49,39.71,96,4.32,10.05,0.34,1.3,1.64,0.14,0.14,40,0,0.08,0.05,-0.05,0.09
Kolbeinn Thordarson,IFK Göteborg,Allsvenskan,2495,Defensive Midfielder,24,0.11,0.12,0.07,1.66,7,37,1,0.07,0.06,0.79,0.18,1.33,0.72,1.48,1.17,1.8,20.31,10.9,0.04,4.65,5.34,10.25,1.81,2.98,49,45,38.46,80,0.49,36.04,91,5.25,9.85,0.76,2.96,3.72,0.07,0.43,39,0.06,0.08,0.04,-0.01,0.17
David Kjær Kruse,IFK Göteborg,Allsvenskan,650,Defensive Midfielder,22,0,0.07,0.08,0.83,0,0,1,0,0.11,0.83,0,0.97,0.55,0.69,1.01,1.19,22.31,11.22,0,3.74,5.54,9.56,2.34,3.35,47,40,33.25,83,0.49,27.3,93,5.06,9.01,0.42,0.83,1.25,0,0.42,50,0.05,0.07,-0.03,-0.05,0.04
Andreas Pyndt Andersen,IFK Göteborg,Allsvenskan,864,Defensive Midfielder,23,0,0.04,0.04,1.04,0,40,1,0,0.08,1.56,0,0.73,0.42,1.25,0.46,0.52,12.08,5.94,0,2.39,3.64,7.71,1.51,1.97,56,0,58.83,87,0.47,50.29,96,4.99,16.24,1.67,0.73,2.39,0,0.52,38,0.21,0.1,0.04,-0.04,0.31
Simon Skrabb,Kalmar,Allsvenskan,2472,Defensive Midfielder,29,0.18,0.13,0.12,1.13,16,32,1,0.15,0.11,1.17,0.33,0.8,0.33,1.2,0.57,1.45,25.23,12.41,0.02,4.33,3.97,8.3,2.48,3.05,52,38,46.35,78,0.46,36.33,93,3.72,10.52,1.13,2.8,3.93,0.11,0.47,26,0.06,0.08,0.02,-0.01,0.15
Gunnar Hampus Näsström,Värnamo,Allsvenskan,1389,Defensive Midfielder,30,0.06,0.05,0.09,0.52,13,25,0,0.06,0.04,0.65,0.13,1.04,0.45,1.17,0.5,3,21.97,12.12,0.04,4.6,4.28,8.62,1.9,2.4,54,58,37.53,86,0.41,29.36,89,3.85,8.04,0.39,1.49,1.88,0.13,0,0,0,0,0.04,-0.02,0.01
Patric Åslund,Västerås SK,Allsvenskan,1104,Defensive Midfielder,22,0.08,0.22,0.09,2.44,3,27,2,0.08,0.19,1.79,0.16,2.36,0.98,1.47,0.7,1.64,21.92,11.9,0.01,4.97,5.05,7.99,2.73,3.43,62,29,40.01,79,0.52,39.28,89,5.71,14.51,0.33,3.83,4.16,0.08,0.57,33,-0.01,0.1,0.05,0.02,0.17
Wilmer Odefalk,Brommapojkarna,Allsvenskan,2248,Defensive Midfielder,20,0.12,0.11,0.07,1.64,7,29,2,0.12,0.05,0.72,0.24,1.08,0.44,1,0.96,0.98,26.38,14.49,0.03,5.68,4.12,8.09,2.06,3.02,37,19,41.47,80,0.54,38.15,93,5.32,12.21,1.4,1.84,3.24,0.2,0.24,43,0.05,0.09,0.08,-0.01,0.2
Serge Junior Martinsson-Ngouali,Brommapojkarna,Allsvenskan,816,Defensive Midfielder,32,0,0.03,0.04,0.66,0,17,0,0,0.02,0.33,0,0.33,0.22,0.66,3.12,1.58,23.5,13.68,0.1,6.18,4.52,11.36,1.92,5.04,25,50,54.39,85,0.38,45.89,97,3.79,10.92,0.99,0.66,1.65,0.22,0.11,25,0.12,0.09,0.1,0.01,0.32
Jens Jakob Thomasen,Elfsborg,Allsvenskan,871,Defensive Midfielder,28,0,0.07,0.06,1.24,0,17,1,0.1,0.12,1.55,0.1,0.41,0.31,0.21,1.2,0.79,25.33,12.82,0.06,5.07,6.62,11.17,1.7,2.9,59,18,43.53,84,0.43,34.84,98,3.79,13.44,0.93,1.34,2.27,0,0.1,11,0.16,0.07,0.12,-0.07,0.28
Villiam Granath,Halmstad,Allsvenskan,2086,Winger,26,0.13,0.12,0.08,1.51,9,29,2,0.04,0.08,0.99,0.17,2.46,1.16,1.68,0.49,0.45,33.13,17.47,0.03,5.13,3.88,7.81,1.47,1.96,43,62,23.94,71,0.21,22.82,77,5.35,6.77,0.39,3.49,3.88,0,0.13,17,-0.02,0.02,0.04,-0.08,-0.04
Tobias Fjeld Gulliksen,Djurgården,Allsvenskan,2177,Winger,21,0.21,0.08,0.05,1.65,13,43,2,0.25,0.15,1.78,0.45,2.27,1.2,1.98,0.37,0.38,26.54,13.93,0,4.55,4.51,6.7,1.38,1.76,25,15,33.53,81,0.43,37.33,87,5.9,16.83,1.32,3.31,4.63,0.04,0.45,27,0.07,0.11,-0.01,0.01,0.18
Melker Heier,Sirius,Allsvenskan,2362,Winger,23,0.15,0.11,0.08,1.37,11,31,2,0.15,0.15,1.83,0.3,1.91,0.91,1.56,0.68,0.48,21.79,10.9,0.02,4.11,3.39,6.1,1.47,2.15,52,33,32.39,83,0.41,34.14,88,6.9,11.73,1.07,2.63,3.7,0.11,0.38,30,0.05,0.1,0.03,-0.02,0.16
Mervan Çelik,GAIS,Allsvenskan,1492,Winger,34,0,0.14,0.08,1.75,0,38,3,0.12,0.05,0.78,0.12,0.78,0.3,1.15,0.14,0.47,27.03,16.05,0.01,3.68,1.75,3.68,1.07,1.21,52,45,19.31,80,0.31,21.18,88,5.35,8.57,0.97,4.28,5.25,0.06,0.48,30,0.03,0.02,0.01,-0.07,-0.01
Chovanie Shakur Amatkarijo,GAIS,Allsvenskan,1428,Winger,25,0.06,0.13,0.08,1.58,4,32,4,0.13,0.11,0.82,0.19,2.84,1.07,1.13,0.5,0.23,33.6,19.29,0.01,6.18,2.46,4.6,0.7,1.2,45,18,15.38,75,0.39,19.42,81,5.97,7.31,0.69,3.53,4.22,0,0.5,31,0,0.08,0.01,-0.07,0.01
Viktor Đukanović,Hammarby,Allsvenskan,611,Winger,20,0.29,0.14,0.05,2.8,11,47,5,0.15,0.05,0.88,0.44,2.95,1.18,2.65,0.11,0.34,11.2,3.98,0.01,1.77,3.24,4.71,0.23,0.34,0,22,23.72,72,0.2,31.53,80,9.07,8.99,0.59,2.5,3.09,0,0.29,10,-0.03,0.12,0.01,0.06,0.16
Bazoumana Touré,Hammarby,Allsvenskan,1783,Winger,18,0.4,0.21,0.11,1.92,21,50,3,0.15,0.16,1.57,0.56,4.34,1.92,2.22,1.01,1.19,18.53,7.83,0.01,3.79,5.45,8.53,1.72,2.73,60,33,30.19,73,0.38,36.15,80,8.01,13.58,1.21,4.29,5.5,0.05,0.81,21,0.05,0.18,0.03,0.11,0.36
Arbër Zeneli,Elfsborg,Allsvenskan,1729,Winger,29,0.26,0.22,0.1,2.19,12,36,3,0.36,0.28,2.08,0.62,3.07,1.3,2.34,0.07,0.16,20.5,11.92,0,4.63,5.26,8.27,0.82,0.89,52,24,28.57,71,0.38,32.27,84,6.27,12.85,2.03,3.96,5.98,0.1,0.78,30,0.17,0.13,0.03,0.01,0.34
Ahmed Qasem,Elfsborg,Allsvenskan,1907,Winger,21,0.19,0.2,0.09,2.17,9,24,3,0.19,0.14,1.23,0.38,3.26,1.79,2.27,0.46,0.31,29.41,15.2,0.01,4.11,3.59,5.62,1.32,1.78,38,26,22.66,77,0.5,28.32,80,7.1,9.77,0.9,5.43,6.32,0.05,0.33,23,0.02,0.06,0.02,0,0.09
Lars Olden Larsen,Häcken,Allsvenskan,694,Winger,26,0.13,0.1,0.04,2.59,5,30,3,0,0,0.26,0.13,1.04,0.26,1.04,1.12,0.76,16.74,7.4,0.01,3.63,3.63,5.97,1,2.12,33,48,32.57,75,0.35,32.96,92,5.04,12.72,0.65,2.08,2.72,0,0.13,7,-0.01,0.07,0.03,0,0.08
Zeidane Inoussa,Häcken,Allsvenskan,1782,Winger,22,0.3,0.17,0.08,2.07,15,37,2,0.05,0.13,1.67,0.35,5,2.47,2.68,1.08,0.88,18.99,8.54,0,4.8,3.59,6.87,2.78,3.86,46,23,31.52,80,0.5,41.27,82,6.26,16.67,1.41,7.07,8.49,0.05,0.61,31,-0.01,0.15,-0.01,-0.05,0.08
Carl Björk,Norrköping,Allsvenskan,1048,Winger,24,0.09,0.1,0.08,1.29,7,27,3,0.09,0.08,0.94,0.17,2.66,0.94,1.72,0.65,0.59,20.78,8.5,0,3.44,2.83,6.18,1.6,2.25,18,20,18.55,73,0.36,23.27,77,7.5,6.53,0.52,3.18,3.69,0,0.34,29,-0.03,0.14,0.02,-0.07,0.06
Laorent Shabani,Norrköping,Allsvenskan,611,Winger,25,0,0.05,0.05,1.03,0,43,2,0.15,0.11,1.33,0.15,2.21,0.59,2.36,0.56,0.49,19.88,8.54,0.01,2.5,2.36,3.98,0.52,1.08,57,36,27.83,79,0.31,31.07,85,7.4,10.45,1.03,2.36,3.39,0.15,0.59,25,0.03,0.05,0.03,-0.03,0.08
Ísak Andri Sigurgeirsson,Norrköping,Allsvenskan,1145,Winger,21,0.31,0.21,0.11,1.81,17,48,4,0,0.09,0.94,0.31,1.96,0.94,1.65,0.55,0.91,17.91,7.54,0.02,2.12,3.46,5.58,0.72,1.27,22,48,19.25,76,0.44,23.57,83,6.59,8.56,0.94,5.34,6.29,0,0.08,7,-0.02,0.15,0.01,-0.03,0.1
Paulos Abraham,IFK Göteborg,Allsvenskan,1793,Winger,22,0.35,0.28,0.1,2.81,13,36,4,0.1,0.12,1.25,0.45,4.27,1.71,2.11,0.58,0.49,28.71,15.46,0.01,5.52,4.32,7.58,2.43,3.01,44,38,26.56,69,0.51,33.88,80,6.32,9.59,1.56,5.42,6.98,0.15,0.35,14,0.05,0.16,0.04,-0.01,0.24
Max Svensson,Kalmar,Allsvenskan,610,Winger,26,0,0.19,0.16,1.18,0,25,2,0,0.08,0.74,0,1.92,0.44,2.65,0.85,1.16,21.09,10.17,0,4.42,5.01,8.85,0.76,1.61,11,41,30.08,64,0.48,27.43,81,5.46,10.76,0.59,3.83,4.42,0.15,0.15,6,-0.03,0.08,0.01,-0.05,0.02
Taha Abdi Ali,Malmö FF,Allsvenskan,1623,Winger,26,0.06,0.16,0.08,2.11,3,32,2,0.39,0.25,2.22,0.44,6.1,3.44,3.33,0.69,0.38,18.41,7.93,0.01,3.22,4.38,6.71,2.46,3.15,33,8,36.71,79,0.81,47.02,83,8.07,19.24,2.88,8.32,11.2,0,0.83,38,0.15,0.26,0.02,-0.06,0.38
Hugo Bolin,Malmö FF,Allsvenskan,1392,Winger,21,0.65,0.26,0.07,3.43,19,43,3,0.13,0.1,1.36,0.78,2.39,1.68,1.55,1.56,0.84,19.14,7.63,0,2.91,5.56,7.57,3.79,5.35,40,42,48.43,84,0.68,51.28,92,5.68,23.54,1.36,9.12,10.48,0.13,0.52,24,0.07,0.22,0.03,-0.06,0.25
Adam Emil Skaanning Jakobsen,Brommapojkarna,Allsvenskan,1575,Winger,25,0.11,0.17,0.06,2.63,4,30,3,0.23,0.19,1.71,0.34,3.6,2.17,2.8,0.57,0.57,21.31,9.94,0.01,3.2,4.63,8.06,1.17,1.74,32,43,35.65,75,0.59,41.54,85,7.62,15.08,2.06,5.77,7.83,0.17,1.49,44,0.07,0.18,0.02,-0.03,0.24
Okechukwu Henry Offia,Västerås SK,Allsvenskan,608,Winger,25,0.44,0.27,0.13,2.07,21,43,4,0,0.06,0.74,0.44,0.74,0.15,1.33,0,0.46,22.51,10.81,0.01,2.96,3.11,5.63,1.28,1.28,25,39,20.58,75,0.55,21.03,82,5.54,9.03,0.59,3.55,4.15,0,0.44,30,0,0.1,0.02,0.04,0.15
Abdelrahman Saidi,Västerås SK,Allsvenskan,1636,Winger,25,0.33,0.25,0.06,3.9,8,31,5,0,0.06,0.99,0.33,2.58,1.43,2.75,0.5,0.59,16.72,6.98,0.01,3.52,4.18,6.71,0.84,1.34,35,41,31.29,76,0.43,36.24,84,5.62,13.36,1.26,6.16,7.42,0,0.38,29,-0.03,0.08,0.05,-0.06,0.05
Vinicius Nogueira,Halmstad,Allsvenskan,2756,Full Back,23,0,0.03,0.05,0.65,0,45,1,0.23,0.15,1.37,0.23,2.51,0.91,1.24,0.87,1.22,14.5,7.32,0.02,3.04,2.94,8.88,0.96,1.83,59,69,29.85,68,0.24,30.57,87,5.84,7.25,1.7,1.05,2.74,0.07,1.24,38,0.25,0.07,0.01,0,0.33
Timo Stavitski,Mjällby,Allsvenskan,653,Full Back,25,0.14,0.14,0.06,2.48,6,28,3,0.28,0.28,1.65,0.41,1.65,0.83,1.38,0.51,2.2,19.43,9.78,0,2.76,2.89,5.79,2.58,3.09,55,20,32.39,72,0.57,32.39,91,6.74,10.34,1.65,4,5.65,0,0.83,24,0.08,0.14,0,-0.06,0.16
Elliot Stroud,Mjällby,Allsvenskan,2582,Full Back,22,0.24,0.12,0.05,2.34,10,22,2,0.21,0.15,1.43,0.45,2.34,1.01,1.53,0.81,1.7,21.41,9.8,0.01,4.95,4.18,8.05,2.91,3.73,47,26,34.97,69,0.45,35.42,88,5.37,10.25,1.5,2.75,4.25,0.1,0.77,26,0.27,0.1,0.06,-0.04,0.39
Niklas Hult,Elfsborg,Allsvenskan,2172,Full Back,34,0,0.04,0.07,0.54,0,31,1,0.12,0.07,0.83,0.12,1.04,0.37,0.62,1.45,1.19,16.94,8.74,0.03,3.89,3.56,8.08,1.66,3.11,62,29,38.36,80,0.39,34.18,94,5.16,12.01,1.45,2.4,3.85,0.04,0.62,32,0.14,0.1,0.12,-0.03,0.33
Kevin Jensen,Kalmar,Allsvenskan,877,Full Back,23,0.21,0.07,0.05,1.23,17,50,2,0.21,0.12,1.44,0.41,1.64,0.41,1.74,1.04,1.83,26.17,13.34,0,4.52,4,7.18,2.13,3.16,47,21,28.12,72,0.5,26.89,83,5,10.88,1.13,3.59,4.72,0.1,0.72,39,0.01,0.05,0.03,0.08,0.17
Frederik Christensen,Brommapojkarna,Allsvenskan,1711,Full Back,22,0.11,0.06,0.09,0.68,15,54,1,0.26,0.17,1.68,0.37,0.84,0.21,0.53,1.02,0.69,16.99,8.26,0.01,3.26,3.68,6.36,1.19,2.21,33,32,32.92,75,0.41,29.77,93,4.15,13.67,1.89,2.16,4.05,0,1.63,34,0.18,0.03,0.06,0.02,0.3
Max Larsson,Västerås SK,Allsvenskan,2082,Full Back,21,0,0.07,0.05,1.34,0,19,1,0.04,0.14,1.82,0.04,1.34,0.52,0.91,1.41,2.48,14.91,7.05,0.02,4.19,5.49,10.24,2.32,3.72,57,51,47.89,69,0.56,44.78,95,4.25,17.03,2.03,2.64,4.67,0.13,1.77,41,0.24,0.09,0.05,-0.03,0.36
Viktor Gustafsson,Mjällby,Allsvenskan,2014,Attacking Midfielder,29,0.13,0.07,0.08,0.85,16,26,1,0.13,0.07,0.85,0.27,1.47,0.85,1.21,0.7,0.38,26.63,15.24,0.03,4.74,5.5,9.16,1.56,2.26,43,45,34.63,73,0.49,31.24,91,4.65,12.29,1.12,2.23,3.35,0.04,0.31,22,0.04,0.05,0.05,0.01,0.15
Jens Stryger Larsen,Malmö FF,Allsvenskan,2185,Full Back,33,0,0.04,0.09,0.45,0,9,0,0.04,0.08,0.7,0.04,0.49,0.16,0.49,1.61,1.95,9.18,3.21,0.03,2.14,2.68,7.29,1.38,2.99,52,49,55.68,85,0.67,46.58,97,3.8,12.11,0.82,2.1,2.92,0,0.66,27,0.17,0.05,0.07,-0.03,0.26
Peter Therkildsen,Djurgården,Allsvenskan,701,Full Back,26,0,0.04,0.07,0.64,0,60,1,0,0.06,0.51,0,0.9,0.64,0.26,1.49,1.87,21.06,11.17,0.03,5.01,3.72,7.96,2.84,4.33,59,50,35.44,77,0.24,29.02,96,3.65,11.3,0.77,2.83,3.6,0,0.64,56,0.09,0.04,0.08,0.01,0.22
Adam Ståhl,Djurgården,Allsvenskan,1253,Full Back,30,0.07,0.09,0.12,0.72,10,20,0,0.07,0.09,0.79,0.14,0.65,0.29,0.79,0.87,2.87,15.3,7.47,0.01,3.16,3.45,8.05,1.81,2.68,71,76,38.8,77,0.41,30.25,94,5.12,12.43,1.15,2.44,3.59,0.22,0.5,27,0.09,0.07,0.01,-0.02,0.14
Jakob Voelkerling-Persson,Sirius,Allsvenskan,1278,Full Back,24,0,0.05,0.07,0.7,0,20,0,0.07,0.11,0.56,0.07,0.63,0.28,1.06,2.51,2.87,13.94,6.27,0.07,4.65,2.61,7.46,1.81,4.32,64,62,41.55,78,0.6,34.64,95,4.97,9.65,0.99,2.61,3.59,0.07,0.84,41,0.11,0.06,-0.07,-0.03,0.08
Philemon Ofosu-Ayeh,Halmstad,Allsvenskan,1180,Full Back,33,0.15,0.06,0.15,0.38,40,60,0,0,0.04,0.69,0.15,1.6,0.61,0.61,0.28,1.03,14.26,7.32,0.01,3.2,3.05,7.78,0.91,1.18,42,55,27.6,68,0.25,24.85,89,4.75,6.79,0.69,0.76,1.45,0,0.46,33,0.15,0.05,0.02,0.03,0.24
August Nils Tomas Wängberg,GAIS,Allsvenskan,2968,Full Back,31,0,0.03,0.04,0.79,0,12,1,0.03,0.07,1,0.03,1.73,1.03,1.24,1.05,2.05,13.95,5.88,0.03,3.55,4.46,10.49,1.39,2.44,52,59,42.72,77,0.4,37.29,93,5.44,11.34,1.21,1.39,2.61,0.09,0.7,37,0.19,0.1,0.01,-0.03,0.27
Mads Thychosen,AIK,Allsvenskan,2420,Full Back,27,0.04,0.04,0.04,0.97,4,19,0,0.15,0.1,1.12,0.19,1,0.67,1.08,1.39,2.05,18.37,8.29,0.03,3.91,4.98,10.12,3.22,4.61,67,64,47.16,73,0.44,39.32,94,4.2,12.42,1.12,1.38,2.49,0.07,0.71,23,0.29,0.08,0.02,-0.02,0.37
Hampus Skoglund,Hammarby,Allsvenskan,2280,Full Back,20,0,0.02,0.04,0.51,0,15,0,0.12,0.05,0.59,0.12,2.41,1.03,1.66,1.09,2.22,19.66,8.37,0.04,5.61,3.91,8.13,3.56,4.65,53,45,41.49,85,0.32,41.93,88,5.61,15.2,0.79,1.42,2.21,0,0.39,29,0.04,0.08,0.05,-0.01,0.16
Johan Larsson,Elfsborg,Allsvenskan,1180,Full Back,34,0.08,0.13,0.14,0.92,8,33,1,0,0.04,0.76,0.08,0.08,0,0.31,0.57,1.3,9.08,5.11,0.03,2.36,2.44,6.33,1,1.57,50,40,26.09,71,0.41,19.61,97,3.62,7.32,0.76,2.67,3.43,0.15,0.23,15,0.11,0.03,0.03,-0.04,0.12
Piotr Johansson,Djurgården,Allsvenskan,1038,Full Back,29,0,0,0.02,0.17,0,0,0,0.09,0.04,0.78,0.09,0.69,0.26,0.35,1.32,1.73,17.34,7.63,0.07,4.08,4.94,10.32,1.97,3.3,52,41,49.43,82,0.41,41.97,97,4.78,16.22,1.13,1.65,2.78,0.17,0.43,25,0.12,0.08,0.07,-0.01,0.26
Alexander Jensen,Brommapojkarna,Allsvenskan,2918,Full Back,23,0.09,0.04,0.05,0.77,12,36,1,0.09,0.16,1.88,0.19,0.93,0.43,0.68,0.92,1.74,16.84,7.9,0.01,3.49,4.1,9.9,1.48,2.4,49,37,54.44,81,0.54,50.77,96,4.96,14.13,1.51,1.36,2.87,0.06,1.02,34,0.19,0.12,0.06,-0.03,0.33
Julius Lindberg,Häcken,Allsvenskan,2093,Full Back,25,0.22,0.13,0.06,2.06,10,35,2,0.13,0.09,1.2,0.34,2.24,1.12,2.15,1.54,1.93,20.98,11.27,0.01,4.82,3.31,7.27,3.71,5.25,57,43,37.2,82,0.41,41.93,89,6.46,13.89,1.12,4.04,5.16,0.09,0.47,28,0.04,0.17,0.03,0,0.24
Daniel Fritz Eid,Norrköping,Allsvenskan,1124,Full Back,26,0,0.05,0.05,0.88,0,36,0,0.08,0.06,0.72,0.08,0.4,0.24,0.64,1.06,2.68,14.02,7.53,0.04,3.68,3.2,7.77,1.58,2.64,67,62,47.49,74,0.32,41.17,97,3.76,7.53,0.64,1.92,2.56,0,0.56,29,0.2,0.07,0.07,-0.03,0.32
Dino Salihovic,Norrköping,Allsvenskan,1840,Full Back,22,0,0.01,0.03,0.34,0,14,0,0,0.02,0.29,0,1.32,0.78,2.25,1.16,1.51,22.65,11.15,0.03,5.63,3.57,9.64,2.21,3.37,48,45,44.32,86,0.39,42.22,91,5.28,10.18,0.39,0.98,1.37,0,0.24,31,0.07,0.08,0.03,-0.01,0.17
Thomas Santos Christensen,IFK Göteborg,Allsvenskan,1866,Full Back,26,0.1,0.08,0.06,1.45,7,23,2,0.14,0.09,1.06,0.24,1.93,1.01,2.6,0.6,0.97,24.17,9.79,0.02,4.73,5.02,8.25,2.61,3.2,62,23,28.12,75,0.38,30.15,85,6.79,10.81,0.92,3.43,4.34,0.05,0.77,28,0.04,0.12,0.05,-0.04,0.17
Jonas Bager,IFK Göteborg,Allsvenskan,974,Full Back,28,0,0.03,0.04,0.74,0,25,1,0,0.04,0.28,0,0.28,0,0.18,1.18,4.7,18.84,10.9,0.03,3.7,3.79,9.15,2.24,3.42,58,51,37.32,76,0.24,29.38,97,3.68,6,0.55,1.39,1.94,0,0.28,38,0.09,0.03,0.08,-0.03,0.16
Emil Salomonsson,IFK Göteborg,Allsvenskan,719,Full Back,35,0,0.05,0.05,1,0,13,1,0.38,0.12,1.38,0.38,0.88,0.13,1,1.3,2.47,15.91,7.14,0.01,4.63,3.51,7.51,2.3,3.6,45,35,28.18,69,0.27,22.54,90,3.75,7.14,0.5,2.38,2.88,0,0.88,33,0.19,0.05,0.03,-0.07,0.2
Sebastian Ohlsson,IFK Göteborg,Allsvenskan,1836,Full Back,31,0.05,0.07,0.1,0.69,7,14,1,0.05,0.08,0.78,0.1,0.64,0.25,0.83,0.92,1.65,23.92,11.81,0.05,4.85,3.09,7.35,3,3.92,54,40,27.6,77,0.33,25,91,4.34,8.19,1.13,2.55,3.68,0.1,0.29,29,0.13,0.07,0.03,-0.01,0.22
